pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
40.03,87.31,13.89,39.42,2.84,32.25,59.07,2024-10-28 09:45:00,3.69,1.12,6.36,1.83
40.03,87.31,13.41,38.04,2.73,31.13,58.06,2024-10-28 10:00:00,3.53,1.07,6.09,1.75
34.63,83.05,12.1,34.33,2.47,28.09,55.68,2024-10-28 10:15:00,3.25,0.98,5.6,1.61
30.32,79.63,11.79,33.46,2.41,27.38,62.9,2024-10-28 10:30:00,3.2,0.97,5.51,1.59
30.32,79.63,11.57,32.84,2.37,26.87,87.87,2024-10-28 10:45:00,3.14,0.95,5.41,1.56
30.32,79.63,8.44,23.95,1.71,19.59,85.69,2024-10-28 11:00:00,2.36,0.71,4.07,1.17
34.25,69.87,8.92,25.3,1.81,20.7,114.94,2024-10-28 11:15:00,2.5,0.75,4.3,1.24
37.4,62.05,8.68,24.64,1.8,20.16,125.37,2024-10-28 11:30:00,2.46,0.74,4.24,1.22
37.4,62.05,8.47,24.04,1.72,19.67,111.19,2024-10-28 11:45:00,2.39,0.72,4.12,1.19
37.4,62.05,8.18,23.21,1.68,18.99,96.19,2024-10-28 12:00:00,2.32,0.7,3.99,1.15
30.61,49.7,7.96,22.58,1.62,18.48,82.91,2024-10-28 12:15:00,2.25,0.68,3.88,1.12
25.17,39.83,8.13,23.06,1.65,18.87,82.22,2024-10-28 12:30:00,2.31,0.7,3.97,1.14
25.17,39.83,7.74,21.97,1.59,17.98,83.38,2024-10-28 12:45:00,2.21,0.67,3.8,1.1
25.17,39.83,7.93,22.51,1.63,18.42,81.52,2024-10-28 13:00:00,2.26,0.68,3.89,1.12
20.65,33.96,7.21,20.47,1.47,16.74,76.14,2024-10-28 13:15:00,2.08,0.63,3.58,1.03
17.02,29.27,6.74,19.13,1.4,15.65,77.26,2024-10-28 13:30:00,1.99,0.6,3.42,0.99
17.02,29.27,6.4,18.17,1.3,14.86,78.36,2024-10-28 13:45:00,1.9,0.57,3.27,0.94
17.02,29.27,6.62,18.78,1.35,15.37,80.56,2024-10-28 14:00:00,1.94,0.59,3.34,0.96
13.8,31.92,6.51,18.46,1.36,15.11,86.53,2024-10-28 14:15:00,1.99,0.6,3.44,0.99
11.23,34.03,6.56,18.62,1.34,15.23,86.08,2024-10-28 14:30:00,1.91,0.58,3.3,0.95
11.23,34.03,6.72,19.08,1.38,15.61,88.13,2024-10-28 14:45:00,1.96,0.59,3.37,0.97
11.23,34.03,6.9,19.59,1.4,16.03,83.54,2024-10-28 15:00:00,2.01,0.61,3.47,1.0
9.22,41.3,7.28,20.65,1.48,16.9,83.74,2024-10-28 15:15:00,2.07,0.62,3.56,1.03
7.62,47.11,6.85,19.44,1.4,15.9,76.22,2024-10-28 15:30:00,1.99,0.6,3.42,0.99
7.62,47.11,6.2,17.6,1.27,14.4,64.74,2024-10-28 15:45:00,1.84,0.55,3.17,0.91
7.62,47.11,7.01,19.89,1.45,16.28,59.56,2024-10-28 16:00:00,2.05,0.62,3.53,1.02
15.11,36.33,7.09,20.12,1.45,16.46,72.25,2024-10-28 16:15:00,2.06,0.62,3.55,1.02
21.1,27.71,7.38,20.95,1.5,17.14,64.84,2024-10-28 16:30:00,2.11,0.64,3.64,1.05
21.1,27.71,7.16,20.31,1.44,16.62,60.11,2024-10-28 16:45:00,2.07,0.62,3.56,1.03
21.1,27.71,8.29,23.51,1.68,19.24,49.11,2024-10-28 17:00:00,2.38,0.72,4.1,1.18
17.64,37.93,9.48,26.89,1.93,22.0,47.11,2024-10-28 17:15:00,2.62,0.79,4.52,1.3
14.88,46.12,8.72,24.74,1.8,20.24,52.25,2024-10-28 17:30:00,2.46,0.74,4.25,1.22
14.88,46.12,8.71,24.73,1.79,20.23,62.34,2024-10-28 17:45:00,2.44,0.74,4.2,1.21
14.88,46.12,9.36,26.56,1.91,21.73,54.06,2024-10-28 18:00:00,2.58,0.78,4.45,1.28
22.91,59.18,10.25,29.08,2.04,23.79,43.87,2024-10-28 18:15:00,2.7,0.82,4.65,1.34
29.34,69.63,11.52,32.69,2.34,26.75,49.55,2024-10-28 18:30:00,3.16,0.96,5.45,1.57
29.34,69.63,12.31,34.94,2.52,28.58,60.08,2024-10-28 18:45:00,3.31,1.0,5.71,1.64
29.34,69.63,10.49,29.77,2.15,24.35,69.44,2024-10-28 19:00:00,3.03,0.92,5.23,1.51
53.45,85.31,10.88,30.87,2.21,25.26,101.26,2024-10-28 19:15:00,2.95,0.89,5.09,1.47
72.74,97.85,11.26,31.96,2.29,26.14,115.39,2024-10-28 19:30:00,3.06,0.92,5.27,1.52
72.74,97.85,12.06,34.23,2.46,28.01,121.31,2024-10-28 19:45:00,3.23,0.98,5.57,1.6
72.74,97.85,12.56,35.65,2.56,29.16,127.94,2024-10-28 20:00:00,3.35,1.01,5.77,1.66
72.28,98.89,12.79,36.29,2.61,29.69,121.95,2024-10-28 20:15:00,3.42,1.03,5.89,1.7
71.91,99.72,12.6,35.75,2.58,29.25,61.0,2024-10-28 20:30:00,3.37,1.02,5.81,1.67
71.91,99.72,13.06,37.07,2.66,30.33,107.55,2024-10-28 20:45:00,3.5,1.06,6.03,1.74
71.91,99.72,13.24,37.57,2.69,30.74,102.76,2024-10-28 21:00:00,3.53,1.07,6.08,1.75
68.41,90.29,13.6,38.58,2.77,31.56,95.39,2024-10-28 21:15:00,3.59,1.09,6.19,1.78
65.61,82.75,13.31,37.77,2.72,30.9,89.9,2024-10-28 21:30:00,3.55,1.07,6.11,1.76
65.61,82.75,13.84,39.26,2.84,32.12,80.01,2024-10-28 21:45:00,3.68,1.11,6.35,1.83
65.61,82.75,14.08,39.96,2.87,32.69,70.22,2024-10-28 22:00:00,3.73,1.13,6.43,1.85
77.64,89.65,13.96,39.62,2.85,32.42,76.76,2024-10-28 22:15:00,3.71,1.12,6.4,1.84
87.26,95.18,13.8,39.17,2.82,32.05,73.23,2024-10-28 22:30:00,3.67,1.11,6.32,1.82
87.26,95.18,13.84,39.27,2.82,32.13,68.07,2024-10-28 22:45:00,3.67,1.11,6.32,1.82
87.26,95.18,9.81,27.83,2.04,22.77,58.28,2024-10-28 23:00:00,2.76,0.83,4.75,1.37
75.61,89.61,13.39,37.99,2.7,31.08,67.96,2024-10-28 23:15:00,3.61,1.09,6.23,1.79
66.29,85.16,14.03,39.82,2.87,32.57,70.03,2024-10-28 23:30:00,3.76,1.14,6.48,1.87
66.29,85.16,13.65,38.74,2.76,31.7,62.61,2024-10-29 00:00:00,3.58,1.08,6.18,1.78
57.76,84.37,12.33,34.97,2.52,28.61,65.51,2024-10-29 00:15:00,3.31,1.0,5.71,1.65
50.93,83.74,12.47,35.38,2.55,28.94,63.1,2024-10-29 00:30:00,3.35,1.01,5.77,1.66
50.93,83.74,12.56,35.64,2.57,29.16,29.0,2024-10-29 00:45:00,3.37,1.02,5.82,1.67
50.93,83.74,12.48,35.4,2.55,28.97,52.22,2024-10-29 01:00:00,3.35,1.01,5.77,1.66
41.47,80.17,12.68,35.97,2.58,29.43,53.53,2024-10-29 01:15:00,3.4,1.03,5.85,1.69
34.23,77.44,12.73,36.12,2.6,29.55,49.85,2024-10-29 01:30:00,3.41,1.03,5.88,1.69
34.23,77.44,12.9,36.62,2.64,29.96,38.93,2024-10-29 01:45:00,3.47,1.05,5.99,1.73
34.23,77.44,13.09,37.15,2.68,30.39,27.72,2024-10-29 02:00:00,3.5,1.06,6.04,1.74
45.32,67.54,13.09,37.16,2.68,30.4,28.56,2024-10-29 02:15:00,3.47,1.05,5.99,1.72
53.8,59.97,13.04,37.02,2.66,30.28,30.47,2024-10-29 02:30:00,3.48,1.05,6.01,1.73
53.8,59.97,13.24,37.58,2.71,30.74,27.01,2024-10-29 02:45:00,3.54,1.07,6.1,1.76
53.8,59.97,8.13,23.07,1.82,18.87,34.86,2024-10-29 03:00:00,2.46,0.74,4.24,1.22
51.81,55.53,9.38,26.61,1.9,21.77,35.82,2024-10-29 03:15:00,2.59,0.78,4.47,1.29
50.29,52.13,9.68,27.47,1.99,22.47,25.94,2024-10-29 03:30:00,2.65,0.8,4.56,1.31
50.29,52.13,9.9,28.09,2.02,22.98,7.0,2024-10-29 03:45:00,2.7,0.82,4.65,1.34
50.29,52.13,9.62,27.3,1.96,22.33,19.07,2024-10-29 04:00:00,2.65,0.8,4.57,1.32
,,9.81,27.84,2.0,22.77,17.05,2024-10-29 04:15:00,2.71,0.82,4.68,1.35
,,10.16,28.83,2.1,23.59,20.63,2024-10-29 04:30:00,2.8,0.85,4.83,1.39
,,10.57,29.98,2.16,24.53,20.98,2024-10-29 04:45:00,2.89,0.88,4.99,1.44
,,10.59,30.04,2.16,24.58,20.13,2024-10-29 05:00:00,2.88,0.87,4.97,1.43
,,10.48,29.74,2.14,24.33,21.95,2024-10-29 05:15:00,2.88,0.87,4.96,1.43
,,10.4,29.51,2.14,24.14,20.86,2024-10-29 05:30:00,2.85,0.86,4.91,1.41
,,10.57,30.0,2.16,24.54,15.93,2024-10-29 05:45:00,2.87,0.87,4.95,1.43
,,10.58,30.03,2.16,24.57,13.38,2024-10-29 06:00:00,2.89,0.87,4.97,1.43
,,10.68,30.31,2.19,24.8,13.97,2024-10-29 06:15:00,2.92,0.88,5.03,1.45
,,10.57,30.0,2.16,24.54,13.41,2024-10-29 06:30:00,2.89,0.87,4.98,1.44
,,11.07,31.41,2.26,25.7,9.72,2024-10-29 06:45:00,3.0,0.91,5.17,1.49
,,8.85,25.13,1.82,20.56,6.08,2024-10-29 07:00:00,2.61,0.79,4.51,1.3
39.83,47.24,10.3,29.21,2.11,23.9,10.27,2024-10-29 07:15:00,2.84,0.86,4.9,1.41
31.09,47.33,10.6,30.07,2.16,24.6,14.42,2024-10-29 07:30:00,2.89,0.87,4.98,1.43
31.09,47.33,10.46,29.67,2.13,24.27,24.02,2024-10-29 07:45:00,2.86,0.86,4.92,1.42
31.09,47.33,11.15,31.65,2.29,25.89,23.16,2024-10-29 08:00:00,3.0,0.91,5.17,1.49
34.51,55.81,10.84,30.77,2.21,25.17,26.45,2024-10-29 08:15:00,2.94,0.89,5.07,1.46
37.24,62.6,11.1,31.49,2.26,25.77,22.33,2024-10-29 08:30:00,2.98,0.9,5.14,1.48
37.24,62.6,11.9,33.78,2.44,27.63,28.16,2024-10-29 08:45:00,3.22,0.97,5.56,1.6
37.24,62.6,11.85,33.63,2.42,27.51,31.06,2024-10-29 09:00:00,3.2,0.97,5.51,1.59
43.98,58.92,11.5,32.64,2.37,26.71,41.06,2024-10-29 09:15:00,3.13,0.95,5.39,1.55
49.38,55.98,10.5,29.81,2.15,24.38,54.55,2024-10-29 09:30:00,2.86,0.87,4.93,1.42
49.38,55.98,9.99,28.34,2.02,23.19,58.59,2024-10-29 09:45:00,2.7,0.82,4.66,1.34
49.38,55.98,9.46,26.84,1.93,21.96,63.36,2024-10-29 10:00:00,2.62,0.79,4.51,1.3
42.25,45.0,9.17,26.03,1.88,21.3,58.92,2024-10-29 10:15:00,2.6,0.78,4.47,1.29
,,8.96,25.43,1.82,20.8,64.13,2024-10-29 10:30:00,2.51,0.76,4.33,1.25
,,8.37,23.76,1.75,19.44,80.81,2024-10-29 10:45:00,2.42,0.73,4.17,1.2
,,8.48,24.06,1.67,19.68,75.21,2024-10-29 11:00:00,2.38,0.72,4.1,1.18
29.6,35.99,8.34,23.68,1.71,19.37,103.55,2024-10-29 11:15:00,2.36,0.71,4.07,1.17
24.04,35.8,8.18,23.22,1.65,19.0,103.96,2024-10-29 11:30:00,2.27,0.69,3.92,1.13
24.04,35.8,7.8,22.14,1.58,18.11,98.28,2024-10-29 11:45:00,2.22,0.67,3.82,1.1
24.04,35.8,7.36,20.88,1.51,17.08,111.28,2024-10-29 12:00:00,2.12,0.64,3.65,1.05
22.63,40.51,7.46,21.17,1.5,17.32,108.45,2024-10-29 12:15:00,2.12,0.64,3.66,1.05
21.49,44.29,7.59,21.54,1.54,17.63,103.9,2024-10-29 12:30:00,2.16,0.65,3.72,1.07
21.49,44.29,7.62,21.62,1.56,17.68,106.97,2024-10-29 12:45:00,2.19,0.66,3.78,1.09
21.49,44.29,7.45,21.15,1.51,17.3,101.26,2024-10-29 13:00:00,2.17,0.65,3.74,1.08
24.29,37.23,7.16,20.31,1.46,16.61,93.62,2024-10-29 13:15:00,2.05,0.62,3.53,1.02
26.52,31.59,7.28,20.65,1.51,16.9,103.78,2024-10-29 13:30:00,2.12,0.64,3.66,1.05
26.52,31.59,7.98,22.66,1.63,18.54,99.77,2024-10-29 13:45:00,2.29,0.69,3.95,1.14
26.52,31.59,10.09,28.62,2.07,23.41,103.1,2024-10-29 14:00:00,2.8,0.85,4.83,1.39
31.02,36.07,11.53,32.73,2.37,26.77,100.08,2024-10-29 14:15:00,3.13,0.95,5.4,1.56
34.62,39.66,11.77,33.41,2.4,27.33,91.31,2024-10-29 14:30:00,3.2,0.97,5.52,1.59
34.62,39.66,12.97,36.8,2.67,30.11,85.9,2024-10-29 14:45:00,3.49,1.06,6.02,1.73
34.62,39.66,7.27,20.64,1.47,16.88,78.08,2024-10-29 15:00:00,2.07,0.62,3.56,1.03
,,7.6,21.56,1.54,17.64,97.42,2024-10-29 15:15:00,2.17,0.66,3.75,1.08
,,7.93,22.51,1.6,18.42,85.01,2024-10-29 15:30:00,2.26,0.68,3.89,1.12
,,8.18,23.23,1.82,19.0,93.0,2024-10-29 15:45:00,2.35,0.71,4.05,1.17
,,15.01,42.59,3.03,34.84,74.58,2024-10-29 16:00:00,3.91,1.18,6.75,1.94
,,17.04,48.36,3.44,39.56,83.47,2024-10-29 16:15:00,4.43,1.34,7.64,2.2
3.0,3.55,18.29,51.89,3.75,42.46,76.05,2024-10-29 16:30:00,4.82,1.46,8.32,2.39
3.0,8.0,18.96,53.8,3.88,44.01,82.89,2024-10-29 16:45:00,4.89,1.48,8.43,2.43
3.0,8.0,19.4,55.06,3.96,45.05,82.27,2024-10-29 17:00:00,5.02,1.52,8.65,2.49
3.0,8.0,18.21,51.68,3.72,42.28,83.77,2024-10-29 17:15:00,4.74,1.43,8.17,2.35
4.8,73.73,17.78,50.47,3.63,41.29,79.1,2024-10-29 17:30:00,4.63,1.4,7.98,2.3
6.87,148.85,18.18,51.59,3.69,42.21,76.81,2024-10-29 17:45:00,4.69,1.42,8.08,2.33
6.87,148.85,17.85,50.66,3.61,41.45,71.28,2024-10-29 18:00:00,4.63,1.4,7.98,2.3
6.87,148.85,17.34,49.22,3.56,40.26,73.87,2024-10-29 18:15:00,4.53,1.37,7.82,2.25
25.31,149.43,17.7,50.23,3.63,41.1,73.48,2024-10-29 18:30:00,4.61,1.4,7.95,2.29
46.38,150.09,17.7,50.22,3.63,41.09,73.26,2024-10-29 18:45:00,4.59,1.39,7.92,2.28
46.38,150.09,8.34,23.66,1.88,19.36,68.98,2024-10-29 19:00:00,2.58,0.78,4.45,1.28
46.38,150.09,9.8,27.81,2.0,22.75,79.37,2024-10-29 19:15:00,2.72,0.82,4.69,1.35
60.37,157.9,9.94,28.2,2.07,23.07,76.41,2024-10-29 19:30:00,2.77,0.84,4.78,1.38
76.36,166.83,10.61,30.11,2.16,24.63,73.82,2024-10-29 19:45:00,2.89,0.87,4.98,1.43
76.36,166.83,7.1,20.14,1.52,16.47,73.14,2024-10-29 20:00:00,2.14,0.65,3.69,1.06
76.36,166.83,5.95,16.89,1.21,13.81,67.86,2024-10-29 20:15:00,1.78,0.54,3.07,0.88
76.36,165.17,6.63,18.82,1.34,15.4,70.03,2024-10-29 20:30:00,1.91,0.58,3.29,0.95
,163.27,6.65,18.88,1.35,15.44,67.53,2024-10-29 20:45:00,1.94,0.58,3.33,0.96
,163.27,6.7,19.02,1.36,15.56,64.38,2024-10-29 21:00:00,1.96,0.59,3.37,0.97
,163.27,6.61,18.75,1.35,15.34,70.34,2024-10-29 21:15:00,1.93,0.58,3.33,0.96
,170.99,6.94,19.69,1.43,16.11,65.87,2024-10-29 21:30:00,2.04,0.62,3.52,1.01
,179.8,7.04,19.99,1.44,16.35,65.46,2024-10-29 21:45:00,2.06,0.62,3.54,1.02
,179.8,7.03,19.96,1.43,16.33,63.28,2024-10-29 22:00:00,2.03,0.61,3.49,1.01
,179.8,7.34,20.84,1.49,17.05,62.4,2024-10-29 22:15:00,2.09,0.63,3.61,1.04
,185.08,7.7,21.84,1.57,17.87,62.93,2024-10-29 22:30:00,2.18,0.66,3.76,1.08
,191.11,7.71,21.87,1.57,17.89,58.68,2024-10-29 22:45:00,2.2,0.67,3.8,1.09
,191.11,7.76,22.02,1.97,18.02,45.12,2024-10-29 23:00:00,2.24,0.68,3.86,1.11
,191.11,9.88,28.05,2.02,22.95,47.28,2024-10-29 23:15:00,2.71,0.82,4.68,1.35
98.17,188.48,9.2,26.11,1.89,21.36,55.27,2024-10-29 23:30:00,2.57,0.78,4.44,1.28
98.17,185.48,9.18,26.05,1.86,21.31,54.2,2024-10-30 00:00:00,2.59,0.78,4.46,1.29
98.17,185.48,9.73,27.6,1.99,22.58,59.1,2024-10-30 00:15:00,2.67,0.81,4.6,1.32
98.17,176.89,9.24,26.21,1.92,21.45,55.78,2024-10-30 00:30:00,2.62,0.79,4.52,1.3
,167.07,9.4,26.66,1.92,21.81,43.94,2024-10-30 00:45:00,2.6,0.79,4.49,1.29
,167.07,9.69,27.5,1.97,22.5,45.68,2024-10-30 01:00:00,2.67,0.81,4.61,1.33
,167.07,9.91,28.12,2.02,23.01,40.31,2024-10-30 01:15:00,2.72,0.82,4.69,1.35
94.05,171.03,10.35,29.37,2.11,24.03,29.79,2024-10-30 01:30:00,2.85,0.86,4.91,1.41
94.05,175.54,10.82,30.7,2.2,25.11,22.33,2024-10-30 01:45:00,2.94,0.89,5.08,1.46
94.05,175.54,11.01,31.25,2.26,25.56,17.47,2024-10-30 02:00:00,3.0,0.91,5.17,1.49
94.05,175.54,10.95,31.08,2.23,25.43,20.44,2024-10-30 02:15:00,2.97,0.9,5.12,1.47
95.92,171.29,10.63,30.15,2.17,24.67,20.45,2024-10-30 02:30:00,2.9,0.88,5.0,1.44
98.05,166.43,10.54,29.91,2.15,24.47,17.98,2024-10-30 02:45:00,2.88,0.87,4.96,1.43
98.05,166.43,7.9,22.4,1.66,18.33,9.06,2024-10-30 03:00:00,2.34,0.71,4.03,1.16
98.05,166.43,9.41,26.72,1.93,21.86,14.1,2024-10-30 03:15:00,2.6,0.79,4.48,1.29
97.86,163.51,9.05,25.69,1.86,21.02,10.49,2024-10-30 03:30:00,2.53,0.77,4.36,1.26
97.64,160.19,9.03,25.61,1.84,20.95,7.33,2024-10-30 03:45:00,2.51,0.76,4.33,1.25
97.64,160.19,9.4,26.66,1.95,21.82,8.45,2024-10-30 04:00:00,2.62,0.79,4.51,1.3
97.64,160.19,10.03,28.47,2.05,23.29,8.41,2024-10-30 04:15:00,2.75,0.83,4.75,1.37
91.69,163.35,10.2,28.96,2.09,23.69,7.49,2024-10-30 04:30:00,2.8,0.85,4.82,1.39
84.88,166.96,11.28,31.99,2.34,26.18,7.03,2024-10-30 04:45:00,3.04,0.92,5.24,1.51
84.88,166.96,11.79,33.46,2.39,27.37,7.56,2024-10-30 05:00:00,3.16,0.95,5.44,1.57
84.88,166.96,11.47,32.53,2.36,26.62,8.27,2024-10-30 05:15:00,3.11,0.94,5.36,1.55
90.49,156.42,12.18,34.57,2.48,28.28,9.75,2024-10-30 05:30:00,3.28,0.99,5.66,1.63
96.91,144.38,11.96,33.94,2.45,27.76,12.88,2024-10-30 05:45:00,3.23,0.98,5.56,1.6
96.91,144.38,11.94,33.89,2.45,27.72,15.42,2024-10-30 06:00:00,3.22,0.97,5.55,1.6
96.91,144.38,12.31,34.93,2.52,28.57,10.65,2024-10-30 06:15:00,3.29,1.0,5.68,1.64
93.7,144.26,13.13,37.25,2.65,30.47,10.13,2024-10-30 06:30:00,3.51,1.06,6.05,1.74
90.02,144.12,13.7,38.88,2.77,31.81,5.34,2024-10-30 06:45:00,3.64,1.1,6.28,1.81
90.02,144.12,8.77,24.9,1.84,20.37,2.59,2024-10-30 07:00:00,2.62,0.79,4.51,1.3
90.02,144.12,9.94,28.21,2.02,23.08,2.47,2024-10-30 07:15:00,2.72,0.82,4.69,1.35
90.95,150.62,9.71,27.55,2.0,22.54,1.56,2024-10-30 07:30:00,2.66,0.81,4.59,1.32
92.0,158.04,11.89,33.73,2.44,27.59,6.7,2024-10-30 07:45:00,3.21,0.97,5.53,1.59
92.0,158.04,12.01,34.08,2.46,27.88,15.09,2024-10-30 08:00:00,3.22,0.97,5.54,1.6
92.0,158.04,11.59,32.9,2.37,26.92,17.22,2024-10-30 08:15:00,3.14,0.95,5.41,1.56
91.9,163.49,12.23,34.71,2.56,28.4,23.4,2024-10-30 08:30:00,3.26,0.98,5.61,1.62
91.79,169.71,11.57,32.82,2.35,26.85,25.66,2024-10-30 08:45:00,3.11,0.94,5.37,1.55
91.79,169.71,10.87,30.84,2.22,25.23,39.75,2024-10-30 09:00:00,2.98,0.9,5.14,1.48
91.79,169.71,10.63,30.16,2.16,24.67,40.64,2024-10-30 09:15:00,2.9,0.88,5.0,1.44
89.07,168.06,10.48,29.73,2.14,24.32,51.41,2024-10-30 09:30:00,2.87,0.87,4.95,1.43
85.95,166.18,9.92,28.16,2.03,23.04,63.34,2024-10-30 09:45:00,2.74,0.83,4.72,1.36
85.95,166.18,9.74,27.64,1.99,22.61,62.12,2024-10-30 10:00:00,2.68,0.81,4.61,1.33
85.95,166.18,8.59,24.39,1.78,19.95,67.12,2024-10-30 10:15:00,2.42,0.73,4.18,1.2
71.88,148.96,8.22,23.32,1.65,19.08,63.4,2024-10-30 10:30:00,2.3,0.69,3.96,1.14
55.79,129.27,7.94,22.54,1.63,18.44,69.15,2024-10-30 10:45:00,2.23,0.67,3.84,1.11
55.79,129.27,8.8,24.96,1.72,20.42,51.98,2024-10-30 11:00:00,2.43,0.73,4.18,1.21
55.79,129.27,8.37,23.75,1.72,19.43,78.35,2024-10-30 11:15:00,2.35,0.71,4.05,1.17
46.42,119.32,7.7,21.85,1.56,17.87,91.96,2024-10-30 11:30:00,2.19,0.66,3.77,1.09
35.71,107.96,7.41,21.03,1.55,17.21,92.91,2024-10-30 11:45:00,2.12,0.64,3.65,1.05
35.71,107.96,7.44,21.12,1.52,17.28,98.25,2024-10-30 12:00:00,2.13,0.64,3.67,1.06
35.71,107.96,7.79,22.1,1.57,18.08,95.5,2024-10-30 12:15:00,2.2,0.66,3.79,1.09
38.64,107.74,9.38,26.61,1.87,21.77,93.4,2024-10-30 12:30:00,2.58,0.78,4.45,1.28
41.98,107.49,9.59,27.22,1.96,22.27,102.72,2024-10-30 12:45:00,2.68,0.81,4.62,1.33
41.98,107.49,9.6,27.24,1.96,22.28,105.19,2024-10-30 13:00:00,2.64,0.8,4.54,1.31
41.98,107.49,9.5,26.95,1.93,22.05,96.83,2024-10-30 13:15:00,2.63,0.8,4.53,1.31
45.04,104.16,9.61,27.28,1.97,22.32,107.15,2024-10-30 13:30:00,2.67,0.81,4.59,1.32
48.53,100.35,9.55,27.09,1.95,22.16,98.06,2024-10-30 13:45:00,2.64,0.8,4.55,1.31
48.53,100.35,9.42,26.72,1.92,21.86,99.95,2024-10-30 14:00:00,2.6,0.79,4.49,1.29
48.53,100.35,9.18,26.04,1.89,21.3,100.08,2024-10-30 14:15:00,2.55,0.77,4.39,1.27
45.57,84.91,9.02,25.59,1.85,20.94,104.54,2024-10-30 14:30:00,2.52,0.76,4.34,1.25
42.19,67.27,8.73,24.77,1.77,20.27,96.76,2024-10-30 14:45:00,2.43,0.73,4.19,1.21
42.19,67.27,7.41,21.02,1.53,17.2,83.79,2024-10-30 15:00:00,2.18,0.66,3.75,1.08
42.19,67.27,7.44,21.12,1.57,17.28,86.64,2024-10-30 15:15:00,2.13,0.64,3.67,1.06
39.86,78.12,6.85,19.44,1.39,15.91,85.3,2024-10-30 15:30:00,1.97,0.59,3.39,0.98
37.19,90.52,7.37,20.91,1.5,17.11,75.86,2024-10-30 15:45:00,2.12,0.64,3.65,1.05
37.19,90.52,7.67,21.75,1.58,17.8,84.13,2024-10-30 16:00:00,2.21,0.67,3.81,1.1
37.19,90.52,8.21,23.29,1.69,19.05,81.1,2024-10-30 16:15:00,2.33,0.7,4.02,1.16
43.81,88.62,8.31,23.57,1.7,19.28,87.9,2024-10-30 16:30:00,2.34,0.71,4.04,1.16
51.38,86.45,8.24,23.37,1.7,19.12,72.32,2024-10-30 16:45:00,2.36,0.71,4.08,1.17
51.38,86.45,8.41,23.86,1.69,19.52,59.84,2024-10-30 17:00:00,2.36,0.71,4.06,1.17
51.38,86.45,9.11,25.85,1.86,21.15,44.85,2024-10-30 17:15:00,2.56,0.77,4.4,1.27
45.65,89.82,10.6,30.07,2.19,24.6,32.6,2024-10-30 17:30:00,2.88,0.87,4.97,1.43
38.81,93.67,13.53,38.4,2.71,31.42,26.71,2024-10-30 17:45:00,3.58,1.08,6.17,1.78
38.81,93.67,13.69,38.85,3.07,31.78,40.86,2024-10-30 18:00:00,3.75,1.13,6.46,1.86
38.81,93.67,11.93,33.86,2.44,27.7,66.0,2024-10-30 18:15:00,3.21,0.97,5.54,1.6
50.86,111.94,11.52,32.68,2.35,26.74,70.58,2024-10-30 18:30:00,3.11,0.94,5.36,1.54
64.64,132.81,12.14,34.45,2.46,28.18,66.4,2024-10-30 18:45:00,3.25,0.98,5.61,1.61
64.64,132.81,10.03,28.47,2.04,23.29,54.14,2024-10-30 19:00:00,2.82,0.85,4.87,1.4
64.64,132.81,10.01,28.41,2.05,23.24,60.17,2024-10-30 19:15:00,2.76,0.83,4.75,1.37
67.21,137.08,10.38,29.45,2.13,24.09,53.88,2024-10-30 19:30:00,2.84,0.86,4.9,1.41
70.3,141.96,11.19,31.76,2.3,25.99,52.54,2024-10-30 19:45:00,3.07,0.93,5.3,1.53
70.3,141.96,11.63,33.01,2.37,27.0,46.43,2024-10-30 20:00:00,3.15,0.95,5.43,1.56
70.3,141.96,11.64,33.04,2.39,27.03,49.38,2024-10-30 20:15:00,3.16,0.95,5.44,1.57
77.14,144.16,11.68,33.14,2.4,27.11,48.64,2024-10-30 20:30:00,3.15,0.95,5.44,1.57
85.33,146.8,12.12,34.38,2.47,28.13,54.45,2024-10-30 20:45:00,3.25,0.98,5.61,1.62
85.33,146.8,12.24,34.74,2.49,28.42,47.83,2024-10-30 21:00:00,3.28,0.99,5.66,1.63
85.33,146.8,12.83,36.4,2.61,29.78,38.55,2024-10-30 21:15:00,3.42,1.04,5.9,1.7
87.59,153.76,12.72,36.09,2.59,29.53,37.71,2024-10-30 21:30:00,3.4,1.03,5.85,1.69
90.29,162.07,13.01,36.92,2.67,30.21,31.37,2024-10-30 21:45:00,3.5,1.06,6.03,1.74
90.29,162.07,13.01,36.9,2.67,30.19,32.48,2024-10-30 22:00:00,3.48,1.05,5.99,1.73
90.29,162.07,12.3,34.91,2.49,28.56,35.18,2024-10-30 22:15:00,3.3,1.0,5.69,1.64
85.85,164.75,11.97,33.96,2.45,27.78,28.49,2024-10-30 22:30:00,3.22,0.97,5.55,1.6
80.56,167.95,12.48,35.4,2.56,28.96,26.74,2024-10-30 22:45:00,3.38,1.02,5.83,1.68
80.56,167.95,9.9,28.09,1.99,22.98,12.99,2024-10-30 23:00:00,2.92,0.88,5.03,1.45
80.56,167.95,10.66,30.24,2.18,24.74,19.23,2024-10-30 23:15:00,2.9,0.88,4.99,1.44
83.23,173.81,10.68,30.3,2.18,24.79,16.99,2024-10-30 23:30:00,2.92,0.88,5.03,1.45
86.44,180.81,9.73,27.62,1.99,22.6,14.52,2024-10-31 00:00:00,2.7,0.81,4.65,1.34
