pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene,xylene
,,5.6,15.6,1.04,21.19,49.0,2021-07-16 06:00:00,0.46,,,0.19,
,,8.26,15.43,1.07,23.69,47.0,2021-07-16 06:15:00,0.45,,,0.19,
,,9.04,15.96,1.2,25.0,45.0,2021-07-16 06:30:00,0.47,,,0.2,
,,7.95,15.95,1.27,23.91,47.0,2021-07-16 06:45:00,0.51,,,0.2,
,,7.4,14.71,1.01,22.11,48.0,2021-07-16 07:00:00,0.56,,,0.21,
,,6.0,14.97,1.01,20.98,47.0,2021-07-16 07:15:00,0.55,,,0.21,
,,6.11,15.5,1.11,21.61,47.0,2021-07-16 07:30:00,0.48,,,0.2,
,,5.14,15.23,1.0,20.37,48.0,2021-07-16 07:45:00,0.46,,,0.19,
,,5.83,15.34,1.02,21.17,49.0,2021-07-16 08:00:00,0.47,,,0.19,
,,8.16,15.15,1.1,23.31,48.0,2021-07-16 08:15:00,0.41,,,0.19,
,,7.45,14.44,1.37,21.89,47.0,2021-07-16 08:30:00,0.37,,,0.19,
,,8.2,15.28,1.53,23.48,50.0,2021-07-16 08:45:00,0.44,,,0.19,
,,7.75,14.92,1.41,22.66,49.0,2021-07-16 09:00:00,0.62,,,0.26,
,,7.47,14.88,1.18,22.36,47.0,2021-07-16 09:15:00,0.97,,,0.4,
,,6.68,15.39,1.44,22.08,48.0,2021-07-16 09:30:00,0.84,,,0.36,
,,6.62,15.24,1.21,21.86,51.0,2021-07-16 09:45:00,0.65,,,0.26,
,,5.87,15.34,1.07,21.21,50.0,2021-07-16 10:00:00,0.75,,,0.27,
,,6.99,14.4,1.15,21.39,49.0,2021-07-16 10:15:00,0.47,,,0.23,
,,7.29,14.55,1.27,21.84,49.0,2021-07-16 10:30:00,0.4,,,0.19,
,,7.79,14.58,1.16,22.38,50.0,2021-07-16 10:45:00,0.51,,,0.2,
,,7.74,15.28,1.2,23.02,50.0,2021-07-16 11:00:00,0.73,,,0.23,
,,9.05,15.38,1.46,24.43,49.0,2021-07-16 11:15:00,0.51,,,0.23,
,,8.3,15.53,1.33,23.83,48.0,2021-07-16 11:30:00,0.64,,,0.23,
,,7.58,15.23,1.11,22.81,49.0,2021-07-16 11:45:00,0.83,,,0.26,
,,6.13,14.49,1.17,20.62,48.0,2021-07-16 12:00:00,0.51,,,0.25,
,,8.89,15.02,1.27,23.91,47.0,2021-07-16 12:15:00,0.66,,,0.28,
,,8.55,15.09,1.42,23.65,46.0,2021-07-16 12:30:00,0.5,,,0.2,
,,8.55,15.0,1.41,23.55,47.0,2021-07-16 12:45:00,0.56,,,0.24,
,,7.68,14.46,1.43,22.14,45.0,2021-07-16 13:00:00,0.68,,,0.29,
,,8.37,14.9,1.18,23.28,44.0,2021-07-16 13:15:00,0.63,,,0.3,
,,7.34,15.48,1.35,22.83,44.0,2021-07-16 13:30:00,0.49,,,0.23,
,,8.09,14.85,1.12,22.94,45.0,2021-07-16 13:45:00,0.57,,,0.24,
,,7.66,14.43,1.27,22.09,45.0,2021-07-16 14:00:00,0.58,,,0.23,
,,7.07,15.58,1.4,22.65,44.0,2021-07-16 14:15:00,0.43,,,0.21,
,,7.25,16.44,1.33,23.7,44.0,2021-07-16 14:30:00,0.5,,,0.2,
,,7.94,15.24,1.35,23.18,45.0,2021-07-16 14:45:00,0.59,,,0.24,
,,8.06,15.17,1.22,23.22,45.0,2021-07-16 15:00:00,0.6,,,0.27,
,,6.72,14.42,1.18,21.14,44.0,2021-07-16 15:15:00,0.51,,,0.26,
,,8.68,16.85,1.29,25.54,44.0,2021-07-16 15:30:00,0.46,,,0.21,
,,7.53,14.21,1.21,21.74,46.0,2021-07-16 15:45:00,0.5,,,0.21,
,,8.71,15.2,1.15,23.9,45.0,2021-07-16 16:00:00,0.54,,,0.25,
,,7.09,15.73,1.27,22.82,44.0,2021-07-16 16:15:00,0.48,,,0.24,
,,7.88,15.73,1.19,23.61,45.0,2021-07-16 16:30:00,0.58,,,0.24,
,,6.12,15.86,1.14,21.98,47.0,2021-07-16 16:45:00,0.53,,,0.22,
,,8.25,16.16,1.12,24.41,46.0,2021-07-16 17:00:00,0.5,,,0.23,
,,8.5,15.98,1.14,24.49,46.0,2021-07-16 17:15:00,0.51,,,0.21,
,,7.3,15.61,1.16,22.91,47.0,2021-07-16 17:30:00,0.58,,,0.2,
,,8.51,15.69,1.63,24.2,48.0,2021-07-16 17:45:00,0.46,,,0.21,
,,9.0,15.1,1.03,24.1,47.0,2021-07-16 18:00:00,0.51,,,0.22,
,,7.99,15.83,1.38,23.82,47.0,2021-07-16 18:15:00,0.81,,,0.28,
,,7.41,15.9,1.25,23.32,48.0,2021-07-16 18:30:00,0.49,,,0.24,
,,7.9,14.82,1.1,22.72,48.0,2021-07-16 18:45:00,0.54,,,0.24,
,,7.15,16.4,1.22,23.56,48.0,2021-07-16 19:00:00,0.61,,,0.29,
,,7.45,15.64,1.23,23.09,47.0,2021-07-16 19:15:00,0.49,,,0.2,
,,8.32,15.66,1.15,23.98,49.0,2021-07-16 19:30:00,0.61,,,0.25,
,,4.93,15.94,1.15,20.86,49.0,2021-07-16 19:45:00,0.6,,,0.26,
,,6.3,15.66,1.09,21.95,49.0,2021-07-16 20:00:00,0.55,,,0.23,
,,7.72,15.39,1.11,23.12,49.0,2021-07-16 20:15:00,0.52,,,0.21,
,,6.94,14.85,1.02,21.79,51.0,2021-07-16 20:30:00,0.61,,,0.21,
,,5.34,15.81,0.95,21.15,51.0,2021-07-16 20:45:00,0.64,,,0.23,
,,7.92,15.33,0.89,23.25,50.0,2021-07-16 21:00:00,0.45,,,0.19,
,,7.83,14.92,0.97,22.74,50.0,2021-07-16 21:15:00,0.46,,,0.2,
,,7.72,15.21,0.92,22.92,52.0,2021-07-16 21:30:00,0.46,,,0.21,
,,7.18,14.78,0.87,21.96,52.0,2021-07-16 21:45:00,0.43,,,0.23,
,,8.96,14.82,1.01,23.78,51.0,2021-07-16 22:00:00,0.38,,,0.22,
,,8.03,14.97,1.07,23.01,50.0,2021-07-16 22:15:00,0.44,,,0.21,
,,7.78,14.55,1.04,22.34,53.0,2021-07-16 22:30:00,0.46,,,0.2,
,,4.84,15.16,1.03,20.01,52.0,2021-07-16 22:45:00,0.45,,,0.2,
,,8.54,15.28,0.89,23.81,51.0,2021-07-16 23:00:00,0.43,,,0.19,
,,7.45,15.97,0.91,23.42,50.0,2021-07-16 23:15:00,0.46,,,0.2,
,,7.47,15.75,0.89,23.21,52.0,2021-07-16 23:30:00,0.44,,,0.19,
,,7.31,14.5,0.98,21.81,52.0,2021-07-17 00:00:00,0.47,,,0.19,
,,6.91,15.79,0.95,22.71,51.0,2021-07-17 00:15:00,0.41,,,0.19,
,,7.28,15.09,0.94,22.37,53.0,2021-07-17 00:30:00,0.42,,,0.19,
,,7.02,14.24,0.75,21.26,53.0,2021-07-17 00:45:00,0.41,,,0.19,
,,7.93,14.35,0.85,22.28,53.0,2021-07-17 01:00:00,0.39,,,0.19,
,,7.08,15.56,0.9,22.64,53.0,2021-07-17 01:15:00,0.41,,,0.19,
,,7.7,14.59,0.94,22.29,55.0,2021-07-17 01:30:00,0.4,,,0.19,
,,7.58,14.75,0.93,22.34,53.0,2021-07-17 01:45:00,0.39,,,0.19,
,,6.5,15.65,0.93,22.15,53.0,2021-07-17 02:00:00,0.35,,,0.19,
,,5.8,15.17,0.97,20.97,53.0,2021-07-17 02:15:00,0.35,,,0.19,
,,8.7,15.13,1.1,23.83,54.0,2021-07-17 02:45:00,0.35,,,0.19,
,,8.03,15.02,1.07,22.31,52.0,2021-07-17 03:00:00,0.35,,,0.19,
,,8.71,15.34,1.03,24.04,52.0,2021-07-17 03:15:00,0.37,,,0.19,
,,6.87,15.25,0.95,22.12,54.0,2021-07-17 03:30:00,0.41,,,0.19,
,,7.08,14.4,1.02,21.49,54.0,2021-07-17 03:45:00,0.42,,,0.19,
,,7.99,14.92,0.93,22.91,53.0,2021-07-17 04:00:00,0.4,,,0.19,
,,6.91,15.73,0.85,22.65,53.0,2021-07-17 04:15:00,0.4,,,0.19,
,,6.78,14.84,0.97,21.62,54.0,2021-07-17 04:30:00,0.39,,,0.19,
,,6.1,14.48,0.89,20.58,53.0,2021-07-17 04:45:00,0.35,,,0.19,
,,7.21,15.07,1.01,22.28,52.0,2021-07-17 05:00:00,0.36,,,0.19,
,,7.3,14.64,0.96,21.94,53.0,2021-07-17 05:15:00,0.38,,,0.19,
,,7.09,14.93,0.94,22.03,54.0,2021-07-17 05:30:00,0.37,,,0.19,
,,7.31,14.71,0.89,22.02,53.0,2021-07-17 05:45:00,0.45,,,0.19,
,,7.62,14.71,0.97,22.33,52.0,2021-07-17 06:00:00,0.49,,,0.19,
,,9.18,14.97,1.28,24.16,52.0,2021-07-17 06:15:00,0.44,,,0.19,
,,7.76,15.21,1.36,22.97,53.0,2021-07-17 06:30:00,0.48,,,0.2,
,,11.39,15.43,1.86,26.82,49.0,2021-07-17 06:45:00,0.6,,,0.21,
,,9.43,15.19,1.38,24.62,47.0,2021-07-17 07:00:00,0.71,,,0.26,
,,10.52,15.77,1.53,26.29,47.0,2021-07-17 07:15:00,1.06,,,0.41,
,,9.49,15.52,1.41,25.01,47.0,2021-07-17 07:30:00,0.94,,,0.38,
,,7.58,15.86,1.0,23.44,45.0,2021-07-17 07:45:00,0.97,,,0.32,
,,8.32,15.3,1.16,23.62,45.0,2021-07-17 08:00:00,0.67,,,0.28,
,,8.05,14.75,1.22,22.8,47.0,2021-07-17 08:15:00,0.55,,,0.23,
,,7.18,15.27,1.16,22.45,48.0,2021-07-17 08:30:00,0.54,,,0.23,
,,7.95,15.36,1.37,23.31,47.0,2021-07-17 08:45:00,0.52,,,0.22,
,,8.56,15.62,1.6,24.18,47.0,2021-07-17 09:00:00,0.44,,,0.21,
,,8.27,14.8,1.43,23.07,49.0,2021-07-17 09:15:00,0.54,,,0.24,
,,9.96,14.49,1.94,24.45,48.0,2021-07-17 09:30:00,1.01,,,0.36,
,,7.75,14.52,1.14,22.27,47.0,2021-07-17 09:45:00,1.04,,,0.35,
,,5.91,15.41,1.31,21.33,47.0,2021-07-17 10:00:00,1.35,,,0.4,
,,7.62,15.28,1.57,22.9,49.0,2021-07-17 10:15:00,0.51,,,0.28,
,,8.02,15.55,1.66,23.57,49.0,2021-07-17 10:30:00,0.54,,,0.28,
,,11.91,16.26,2.42,28.17,47.0,2021-07-17 10:45:00,0.92,,,0.42,
,,12.26,15.58,2.3,27.85,43.0,2021-07-17 11:00:00,1.13,,,0.45,
,,11.82,14.47,1.62,26.29,44.0,2021-07-17 11:15:00,1.73,,,0.97,
,,6.85,15.37,1.42,22.22,44.0,2021-07-17 11:30:00,1.55,,,1.15,
,,9.61,15.15,1.73,24.76,43.0,2021-07-17 11:45:00,1.1,,,0.9,
,,9.49,15.8,1.59,25.3,43.0,2021-07-17 12:00:00,0.71,,,0.44,
,,7.11,18.0,1.26,25.12,45.0,2021-07-17 12:15:00,1.1,,,0.46,
,,8.1,14.43,1.25,22.53,45.0,2021-07-17 12:30:00,1.12,,,0.49,
,,8.12,15.62,1.28,23.74,44.0,2021-07-17 12:45:00,0.57,,,0.28,
,,6.99,15.33,1.2,22.32,44.0,2021-07-17 13:00:00,0.63,,,0.24,
,,6.31,16.45,1.33,22.76,46.0,2021-07-17 13:15:00,0.63,,,0.25,
,,7.58,14.75,1.17,22.33,46.0,2021-07-17 13:30:00,0.48,,,0.22,
,,6.95,16.0,1.35,22.95,44.0,2021-07-17 13:45:00,0.54,,,0.22,
,,7.57,15.39,1.34,22.97,45.0,2021-07-17 14:00:00,0.51,,,0.23,
,,7.44,14.88,1.41,22.32,47.0,2021-07-17 14:15:00,0.41,,,0.21,
,,7.53,14.93,1.46,22.47,46.0,2021-07-17 14:30:00,0.59,,,0.24,
,,8.23,15.17,1.24,23.41,44.0,2021-07-17 14:45:00,0.64,,,0.26,
,,7.71,14.88,1.24,22.59,44.0,2021-07-17 15:00:00,0.66,,,0.22,
,,7.03,14.25,1.19,21.28,47.0,2021-07-17 15:15:00,0.5,,,0.23,
,,8.85,14.36,1.21,23.21,47.0,2021-07-17 15:30:00,0.42,,,0.21,
,,6.56,14.57,1.35,21.14,46.0,2021-07-17 15:45:00,0.43,,,0.21,
,,7.19,14.8,1.26,21.99,46.0,2021-07-17 16:00:00,0.55,,,0.22,
,,8.11,15.46,1.31,23.57,49.0,2021-07-17 16:15:00,0.65,,,0.24,
,,6.75,15.05,1.43,21.8,48.0,2021-07-17 16:30:00,0.42,,,0.22,
,,8.89,15.31,1.38,24.2,47.0,2021-07-17 16:45:00,0.47,,,0.23,
,,7.7,15.67,1.3,23.37,47.0,2021-07-17 17:00:00,0.52,,,0.24,
,,7.26,15.55,1.28,22.81,50.0,2021-07-17 17:15:00,0.54,,,0.24,
,,7.7,14.73,1.33,22.43,49.0,2021-07-17 17:30:00,0.44,,,0.22,
,,8.94,14.92,1.2,23.87,49.0,2021-07-17 17:45:00,0.47,,,0.22,
,,7.7,15.13,1.27,22.83,49.0,2021-07-17 18:00:00,0.51,,,0.23,
,,8.9,15.48,1.58,24.38,50.0,2021-07-17 18:15:00,0.45,,,0.2,
,,7.52,15.09,1.72,22.62,49.0,2021-07-17 18:30:00,0.51,,,0.24,
,,8.47,15.71,1.71,24.18,47.0,2021-07-17 18:45:00,0.74,,,0.29,
,,7.16,15.32,1.38,22.48,47.0,2021-07-17 19:00:00,0.9,,,0.39,
,,8.09,15.07,1.25,23.16,49.0,2021-07-17 19:15:00,0.78,,,0.39,
,,10.34,15.83,1.68,26.17,48.0,2021-07-17 19:30:00,0.56,,,0.32,
,,10.25,15.65,1.78,25.9,46.0,2021-07-17 19:45:00,0.52,,,0.26,
,,8.2,15.52,1.35,23.73,47.0,2021-07-17 20:00:00,0.8,,,0.38,
,,7.29,15.25,1.24,22.54,49.0,2021-07-17 20:15:00,1.08,,,0.6,
,,6.44,15.01,1.34,21.46,48.0,2021-07-17 20:30:00,0.61,,,0.33,
,,7.45,14.91,1.35,22.36,47.0,2021-07-17 20:45:00,0.49,,,0.25,
,,7.41,15.18,1.34,22.59,49.0,2021-07-17 21:00:00,0.52,,,0.23,
,,7.56,14.56,1.3,22.12,51.0,2021-07-17 21:15:00,0.51,,,0.23,
,,7.86,14.45,1.22,22.31,50.0,2021-07-17 21:30:00,0.51,,,0.22,
,,7.95,14.32,1.25,22.27,49.0,2021-07-17 21:45:00,0.45,,,0.22,
,,8.0,15.35,1.28,23.35,51.0,2021-07-17 22:00:00,0.47,,,0.22,
,,6.94,15.41,1.32,22.36,53.0,2021-07-17 22:15:00,0.43,,,0.21,
,,8.8,14.55,1.53,23.35,51.0,2021-07-17 22:30:00,0.45,,,0.21,
,,8.71,15.22,1.35,23.93,50.0,2021-07-17 22:45:00,0.41,,,0.19,
,,8.82,15.46,1.33,24.28,51.0,2021-07-17 23:00:00,0.42,,,0.22,
,,7.87,15.19,1.18,23.06,52.0,2021-07-17 23:15:00,0.54,,,0.23,
,,7.11,14.98,1.18,22.09,51.0,2021-07-17 23:30:00,0.37,,,0.19,
,,8.64,14.59,1.13,23.23,52.0,2021-07-18 00:00:00,0.36,,,0.19,
,,5.34,14.89,1.2,20.23,54.0,2021-07-18 00:15:00,0.38,,,0.19,
,,7.79,15.47,1.2,23.27,52.0,2021-07-18 00:30:00,0.36,,,0.19,
,,7.85,15.67,1.18,23.52,51.0,2021-07-18 00:45:00,0.36,,,0.19,
,,8.33,14.57,1.1,22.91,53.0,2021-07-18 01:00:00,0.39,,,0.19,
,,7.14,14.56,1.19,21.71,53.0,2021-07-18 01:15:00,0.35,,,0.19,
,,9.1,15.21,1.15,24.31,51.0,2021-07-18 01:30:00,0.36,,,0.19,
,,7.91,15.04,1.1,22.95,49.0,2021-07-18 01:45:00,0.4,,,0.19,
,,7.84,14.25,1.04,22.09,52.0,2021-07-18 02:00:00,0.41,,,0.19,
,,8.19,14.98,1.08,23.18,53.0,2021-07-18 02:15:00,0.38,,,0.19,
,,8.61,14.84,1.06,23.46,52.0,2021-07-18 02:30:00,0.36,,,0.19,
,,8.46,14.81,1.15,23.27,51.0,2021-07-18 02:45:00,0.36,,,0.19,
,,6.56,15.0,1.06,21.56,53.0,2021-07-18 03:00:00,0.4,,,0.19,
,,8.15,14.53,1.18,22.68,53.0,2021-07-18 03:15:00,0.4,,,0.19,
,,8.99,14.74,1.28,23.73,51.0,2021-07-18 03:30:00,0.39,,,0.19,
,,8.14,15.66,1.29,23.8,50.0,2021-07-18 03:45:00,0.38,,,0.19,
,,8.15,15.58,1.1,23.73,51.0,2021-07-18 04:00:00,0.38,,,0.19,
,,7.48,14.88,1.17,22.35,51.0,2021-07-18 04:15:00,0.43,,,0.19,
,,7.9,14.75,1.14,22.64,49.0,2021-07-18 04:30:00,0.39,,,0.19,
,,8.84,14.38,1.2,23.22,49.0,2021-07-18 04:45:00,0.37,,,0.19,
,,6.24,14.65,1.09,20.9,51.0,2021-07-18 05:00:00,0.43,,,0.19,
,,6.13,15.28,1.11,21.41,51.0,2021-07-18 05:15:00,0.4,,,0.19,
,,10.47,14.6,1.17,25.07,49.0,2021-07-18 05:30:00,0.41,,,0.19,
,,8.84,14.85,1.3,23.69,49.0,2021-07-18 05:45:00,0.43,,,0.19,
,,8.09,15.0,1.18,23.09,50.0,2021-07-18 06:00:00,0.45,,,0.19,
,,8.11,15.09,1.11,23.2,50.0,2021-07-18 06:15:00,0.45,,,0.19,
,,8.72,14.84,1.18,23.56,49.0,2021-07-18 06:30:00,0.44,,,0.19,
,,9.7,14.97,1.65,24.67,50.0,2021-07-18 06:45:00,0.43,,,0.19,
,,6.21,15.52,1.26,21.73,51.0,2021-07-18 07:00:00,0.52,,,0.19,
,,7.71,14.76,1.27,22.47,50.0,2021-07-18 07:15:00,0.68,,,0.21,
,,9.77,15.66,1.49,25.43,47.0,2021-07-18 07:30:00,0.51,,,0.23,
,,10.24,15.41,1.52,25.65,47.0,2021-07-18 07:45:00,0.58,,,0.2,
,,8.58,15.22,1.66,23.81,48.0,2021-07-18 08:00:00,0.86,,,0.26,
,,10.34,14.84,1.63,25.18,46.0,2021-07-18 08:15:00,0.91,,,0.29,
,,9.57,15.28,1.63,24.85,43.0,2021-07-18 08:30:00,1.03,,,0.31,
,,9.06,15.51,2.02,24.57,44.0,2021-07-18 08:45:00,0.85,,,0.34,
,,7.19,14.67,1.41,21.86,45.0,2021-07-18 09:00:00,1.12,,,0.37,
,,7.26,14.66,1.67,21.92,44.0,2021-07-18 09:15:00,1.32,,,0.45,
,,9.67,14.98,1.77,24.65,43.0,2021-07-18 09:30:00,0.69,,,0.31,
,,9.02,15.27,1.45,24.29,43.0,2021-07-18 09:45:00,0.56,,,0.27,
,,8.68,15.72,1.5,24.41,45.0,2021-07-18 10:00:00,0.65,,,0.3,
,,9.71,15.6,1.57,25.31,44.0,2021-07-18 10:15:00,0.57,,,0.29,
,,7.72,15.71,2.09,23.43,43.0,2021-07-18 10:30:00,0.59,,,0.26,
,,9.85,15.66,2.35,25.51,42.0,2021-07-18 10:45:00,0.84,,,0.33,
,,9.17,15.13,1.99,24.31,42.0,2021-07-18 11:00:00,1.24,,,0.47,
,,9.2,15.63,2.15,24.83,39.0,2021-07-18 11:15:00,1.38,,,0.74,
,,7.51,15.5,1.26,23.01,38.0,2021-07-18 11:30:00,1.06,,,0.72,
,,8.9,15.13,1.19,24.03,40.0,2021-07-18 11:45:00,1.23,,,0.79,
,,8.8,14.39,1.97,23.19,42.0,2021-07-18 12:00:00,0.59,,,0.32,
,,12.11,15.37,2.46,27.49,40.0,2021-07-18 12:15:00,0.59,,,0.24,
,,8.48,15.53,1.51,24.02,38.0,2021-07-18 12:30:00,1.09,,,0.46,
,,7.64,15.43,1.33,23.07,40.0,2021-07-18 12:45:00,1.41,,,0.86,
,,9.53,15.44,1.71,24.97,42.0,2021-07-18 13:00:00,0.83,,,0.54,
,,9.19,15.35,1.63,24.54,41.0,2021-07-18 13:15:00,0.65,,,0.28,
,,8.85,16.03,1.58,24.89,40.0,2021-07-18 13:30:00,1.01,,,0.34,
,,9.47,15.6,1.77,25.07,41.0,2021-07-18 13:45:00,0.92,,,0.4,
,,7.59,15.13,1.53,22.72,44.0,2021-07-18 14:00:00,0.91,,,0.36,
,,8.08,15.82,1.37,23.9,43.0,2021-07-18 14:15:00,0.95,,,0.4,
,,8.34,14.61,1.29,22.95,43.0,2021-07-18 14:30:00,0.68,,,0.3,
,,8.58,15.46,1.51,24.04,45.0,2021-07-18 14:45:00,0.47,,,0.23,
,,8.78,15.22,1.31,24.0,46.0,2021-07-18 15:00:00,0.45,,,0.22,
,,8.54,15.35,1.37,23.89,45.0,2021-07-18 15:15:00,0.55,,,0.25,
,,8.23,16.03,1.23,24.26,44.0,2021-07-18 15:30:00,0.54,,,0.23,
,,7.24,16.02,1.81,23.26,46.0,2021-07-18 15:45:00,0.44,,,0.22,
,,8.96,15.61,1.39,24.57,46.0,2021-07-18 16:00:00,0.48,,,0.23,
,,7.39,14.95,1.25,22.34,45.0,2021-07-18 16:15:00,0.54,,,0.26,
,,7.0,15.01,1.25,22.01,45.0,2021-07-18 16:30:00,0.56,,,0.29,
,,6.68,15.46,1.24,22.14,47.0,2021-07-18 16:45:00,0.47,,,0.2,
,,7.19,14.82,1.23,22.01,48.0,2021-07-18 17:00:00,0.45,,,0.21,
,,8.01,14.07,1.28,22.08,48.0,2021-07-18 17:15:00,0.4,,,0.19,
,,7.33,14.97,1.29,22.3,47.0,2021-07-18 17:30:00,0.43,,,0.19,
,,6.66,15.83,1.31,22.49,50.0,2021-07-18 17:45:00,0.38,,,0.2,
,,6.46,15.9,1.32,22.36,50.0,2021-07-18 18:00:00,0.37,,,0.19,
,,5.81,14.88,1.16,20.69,49.0,2021-07-18 18:15:00,0.46,,,0.21,
,,7.69,15.51,1.35,23.2,49.0,2021-07-18 18:30:00,0.54,,,0.23,
,,8.02,15.0,1.28,23.02,52.0,2021-07-18 18:45:00,0.41,,,0.2,
,,7.01,15.11,1.26,22.12,52.0,2021-07-18 19:00:00,0.44,,,0.19,
,,10.64,16.16,1.28,24.89,52.0,2021-07-18 19:15:00,0.46,,,0.2,
,,6.61,15.32,1.37,21.93,51.0,2021-07-18 19:30:00,0.41,,,0.2,
,,7.71,15.08,1.32,22.79,53.0,2021-07-18 19:45:00,0.38,,,0.2,
,,6.39,14.5,1.18,20.89,53.0,2021-07-18 20:00:00,0.42,,,0.2,
,,6.65,15.24,1.18,21.89,52.0,2021-07-18 20:15:00,0.39,,,0.23,
,,6.76,15.34,1.24,22.1,52.0,2021-07-18 20:30:00,0.44,,,0.21,
,,5.63,15.63,1.32,21.27,54.0,2021-07-18 20:45:00,0.37,,,0.19,
,,6.97,15.15,1.25,22.12,53.0,2021-07-18 21:00:00,0.45,,,0.2,
,,8.29,15.19,1.34,23.48,52.0,2021-07-18 21:15:00,0.5,,,0.2,
,,9.4,14.99,1.56,24.39,52.0,2021-07-18 21:30:00,0.5,,,0.21,
,,7.57,14.74,1.38,22.31,53.0,2021-07-18 21:45:00,0.53,,,0.21,
,,7.21,14.37,1.23,21.58,52.0,2021-07-18 22:00:00,0.63,,,0.21,
,,8.44,16.03,1.32,24.47,51.0,2021-07-18 22:15:00,0.53,,,0.23,
,,10.59,15.67,1.28,26.26,50.0,2021-07-18 22:30:00,0.43,,,0.19,
,,8.26,13.78,1.22,22.05,52.0,2021-07-18 22:45:00,0.46,,,0.2,
,,6.78,15.0,1.09,21.78,51.0,2021-07-18 23:00:00,0.47,,,0.2,
,,6.06,14.99,1.09,21.05,50.0,2021-07-18 23:15:00,0.43,,,0.19,
,,6.33,15.42,1.13,21.75,50.0,2021-07-18 23:30:00,0.42,,,0.19,
,,7.29,15.33,1.05,22.62,51.0,2021-07-19 00:00:00,0.37,,,0.19,
,,9.24,16.11,1.15,25.35,49.0,2021-07-19 00:15:00,0.43,,,0.19,
,,7.16,15.14,1.13,22.31,49.0,2021-07-19 00:30:00,0.43,,,0.19,
,,5.04,15.3,1.04,20.34,51.0,2021-07-19 00:45:00,0.37,,,0.19,
,,6.85,15.25,1.13,22.1,50.0,2021-07-19 01:00:00,0.4,,,0.19,
,,9.09,15.17,1.12,24.26,49.0,2021-07-19 01:15:00,0.37,,,0.19,
,,7.5,14.83,1.03,22.33,50.0,2021-07-19 01:30:00,0.4,,,0.19,
,,6.46,15.16,1.16,21.63,50.0,2021-07-19 01:45:00,0.39,,,0.19,
,,7.55,15.11,1.14,22.65,50.0,2021-07-19 02:00:00,0.38,,,0.19,
,,7.47,15.42,1.23,22.89,49.0,2021-07-19 02:15:00,0.35,,,0.19,
,,8.11,15.01,1.08,23.12,49.0,2021-07-19 02:30:00,0.36,,,0.19,
,,7.59,15.43,1.14,23.03,50.0,2021-07-19 02:45:00,0.38,,,0.19,
,,7.34,14.96,1.1,22.3,48.0,2021-07-19 03:00:00,0.38,,,0.19,
,,8.46,14.82,1.06,23.28,48.0,2021-07-19 03:15:00,0.38,,,0.19,
,,8.91,15.15,1.07,24.07,48.0,2021-07-19 03:30:00,0.37,,,0.19,
,,7.9,15.3,1.04,23.2,49.0,2021-07-19 03:45:00,0.4,,,0.19,
,,8.49,15.21,0.98,23.7,48.0,2021-07-19 04:00:00,0.4,,,0.19,
,,8.16,14.97,0.98,23.13,48.0,2021-07-19 04:15:00,0.41,,,0.19,
,,7.11,15.24,1.0,22.35,50.0,2021-07-19 04:30:00,0.42,,,0.19,
,,8.73,15.65,1.26,24.37,50.0,2021-07-19 04:45:00,0.37,,,0.19,
,,12.64,15.66,1.47,28.3,48.0,2021-07-19 05:00:00,0.44,,,0.19,
,,10.85,15.35,1.21,26.21,45.0,2021-07-19 05:15:00,0.5,,,0.2,
,,7.55,14.99,1.11,22.53,46.0,2021-07-19 05:30:00,0.57,,,0.22,
,,7.34,15.26,1.11,22.61,47.0,2021-07-19 05:45:00,0.43,,,0.2,
,,7.47,14.75,1.27,22.22,47.0,2021-07-19 06:00:00,0.4,,,0.19,
,,9.1,15.44,1.29,24.55,46.0,2021-07-19 06:15:00,0.41,,,0.19,
,,8.22,15.49,1.33,23.71,47.0,2021-07-19 06:30:00,0.48,,,0.19,
,,6.78,14.59,1.22,21.37,48.0,2021-07-19 06:45:00,0.55,,,0.2,
,,8.61,15.17,1.35,23.77,48.0,2021-07-19 07:00:00,0.54,,,0.21,
,,8.06,14.37,1.31,22.43,47.0,2021-07-19 07:15:00,0.43,,,0.2,
,,6.77,15.51,1.2,22.28,49.0,2021-07-19 07:30:00,0.47,,,0.2,
,,7.0,14.63,1.34,21.63,48.0,2021-07-19 07:45:00,0.5,,,0.21,
,,8.13,14.76,1.45,22.9,48.0,2021-07-19 08:00:00,0.47,,,0.19,
,,7.55,15.48,1.25,23.03,47.0,2021-07-19 08:15:00,0.56,,,0.21,
,,6.3,15.49,1.27,21.79,48.0,2021-07-19 08:30:00,0.65,,,0.25,
,,9.03,15.62,1.92,24.65,48.0,2021-07-19 08:45:00,0.53,,,0.22,
,,10.45,15.66,1.58,26.12,45.0,2021-07-19 09:00:00,0.7,,,0.24,
,,7.16,15.03,1.6,22.19,45.0,2021-07-19 09:15:00,1.14,,,0.38,
,,7.91,16.07,1.91,23.98,47.0,2021-07-19 09:30:00,1.04,,,0.5,
,,7.27,15.67,1.32,22.94,46.0,2021-07-19 09:45:00,1.11,,,0.44,
,,7.86,15.4,1.33,23.26,43.0,2021-07-19 10:00:00,0.91,,,0.36,
,,7.65,14.69,1.27,22.33,22.0,2021-07-19 10:15:00,0.79,,,0.4,
,,8.45,15.36,1.49,23.81,23.0,2021-07-19 10:30:00,0.59,,,0.25,
