pm2.5,co,ozone,timestamp
36.0,0.67,9.46,2022-08-27 22:30:00
25.8,0.68,8.25,2022-08-27 22:45:00
22.0,0.73,7.02,2022-08-27 23:00:00
16.6,0.7,4.54,2022-08-27 23:15:00
14.6,0.63,7.57,2022-08-27 23:30:00
13.2,0.42,8.34,2022-08-28 00:00:00
10.4,0.47,9.36,2022-08-28 00:15:00
9.4,0.46,9.61,2022-08-28 00:30:00
8.2,0.47,8.78,2022-08-28 00:45:00
7.8,0.42,9.13,2022-08-28 01:00:00
21.0,0.42,8.47,2022-08-28 01:15:00
25.8,0.47,8.46,2022-08-28 01:30:00
17.2,0.44,8.13,2022-08-28 01:45:00
14.0,0.35,8.76,2022-08-28 02:00:00
12.3,0.33,8.33,2022-08-28 02:15:00
11.6,0.34,8.19,2022-08-28 02:30:00
7.6,0.31,8.07,2022-08-28 02:45:00
6.1,0.35,8.79,2022-08-28 03:00:00
5.2,0.36,8.3,2022-08-28 03:15:00
4.9,0.32,8.08,2022-08-28 03:30:00
3.4,0.33,8.68,2022-08-28 03:45:00
2.9,0.46,7.02,2022-08-28 04:00:00
21.4,0.5,7.83,2022-08-28 04:15:00
28.1,0.51,8.04,2022-08-28 04:30:00
19.7,0.49,6.76,2022-08-28 04:45:00
16.6,0.42,7.11,2022-08-28 05:00:00
11.6,0.45,7.23,2022-08-28 05:15:00
9.8,0.46,8.43,2022-08-28 05:30:00
17.3,0.48,7.56,2022-08-28 05:45:00
20.1,,8.04,2022-08-28 06:00:00
37.4,0.39,8.54,2022-08-28 06:15:00
43.7,0.38,8.04,2022-08-28 06:30:00
34.8,0.41,9.21,2022-08-28 06:45:00
31.6,0.47,8.92,2022-08-28 07:00:00
27.1,0.42,9.54,2022-08-28 07:15:00
25.5,0.48,9.65,2022-08-28 07:30:00
18.8,0.48,7.42,2022-08-28 07:45:00
16.4,0.42,8.59,2022-08-28 08:00:00
13.2,0.42,9.38,2022-08-28 08:15:00
12.0,0.42,8.87,2022-08-28 08:30:00
7.7,0.41,9.1,2022-08-28 08:45:00
6.1,0.36,7.4,2022-08-28 09:00:00
6.8,0.42,9.39,2022-08-28 09:15:00
7.1,0.43,10.85,2022-08-28 09:30:00
13.2,0.39,10.38,2022-08-28 09:45:00
15.5,0.38,10.38,2022-08-28 10:00:00
18.3,0.41,9.75,2022-08-28 10:15:00
19.4,0.44,10.9,2022-08-28 10:30:00
13.1,0.39,11.14,2022-08-28 10:45:00
10.8,0.4,12.99,2022-08-28 11:00:00
9.1,0.41,13.89,2022-08-28 11:15:00
8.6,0.45,10.84,2022-08-28 11:30:00
6.7,0.45,12.83,2022-08-28 11:45:00
6.0,0.55,12.57,2022-08-28 12:00:00
4.2,0.51,11.28,2022-08-28 12:15:00
3.6,0.56,11.9,2022-08-28 12:30:00
11.1,0.58,13.62,2022-08-28 12:45:00
13.8,0.6,12.07,2022-08-28 13:00:00
22.1,0.55,14.22,2022-08-28 13:15:00
25.2,0.58,11.92,2022-08-28 13:30:00
30.9,0.66,14.28,2022-08-28 13:45:00
33.0,0.43,10.67,2022-08-28 14:00:00
38.2,0.51,10.88,2022-08-28 14:15:00
40.0,0.49,13.72,2022-08-28 14:30:00
28.1,0.53,12.18,2022-08-28 14:45:00
23.7,0.5,11.76,2022-08-28 15:00:00
18.6,0.47,11.29,2022-08-28 15:15:00
16.8,0.51,11.45,2022-08-28 15:30:00
31.6,0.48,16.15,2022-08-28 15:45:00
36.9,0.32,14.91,2022-08-28 16:00:00
34.6,0.31,11.26,2022-08-28 16:15:00
33.8,0.3,16.16,2022-08-28 16:30:00
35.4,0.32,14.3,2022-08-28 16:45:00
35.9,0.31,13.24,2022-08-28 17:00:00
28.3,0.31,12.79,2022-08-28 17:15:00
25.5,0.32,13.01,2022-08-28 17:30:00
39.0,0.36,10.69,2022-08-28 17:45:00
43.9,0.53,10.52,2022-08-28 18:00:00
55.3,0.69,11.4,2022-08-28 18:15:00
59.5,0.71,12.16,2022-08-28 18:30:00
39.4,0.72,11.57,2022-08-28 18:45:00
32.1,0.74,11.89,2022-08-28 19:00:00
22.6,0.8,11.76,2022-08-28 19:15:00
19.2,0.8,11.0,2022-08-28 19:30:00
32.9,0.88,10.88,2022-08-28 19:45:00
37.9,0.64,11.8,2022-08-28 20:00:00
47.8,0.73,11.88,2022-08-28 20:15:00
51.4,0.79,13.6,2022-08-28 20:30:00
38.1,0.76,12.63,2022-08-28 20:45:00
33.2,0.86,13.29,2022-08-28 21:00:00
48.1,0.94,12.66,2022-08-28 21:15:00
53.5,0.92,9.61,2022-08-28 21:30:00
60.6,0.88,12.35,2022-08-28 21:45:00
63.1,0.78,16.16,2022-08-28 22:00:00
42.8,0.71,15.52,2022-08-28 22:15:00
35.4,0.65,15.29,2022-08-28 22:30:00
53.3,0.6,14.38,2022-08-28 22:45:00
59.8,0.57,13.89,2022-08-28 23:00:00
61.9,0.53,15.09,2022-08-28 23:15:00
62.6,0.51,12.06,2022-08-28 23:30:00
52.1,0.47,9.42,2022-08-29 00:00:00
36.3,0.43,8.5,2022-08-29 00:15:00
30.5,0.45,10.75,2022-08-29 00:30:00
19.4,0.41,9.34,2022-08-29 00:45:00
15.3,0.4,9.07,2022-08-29 01:00:00
10.4,0.43,7.22,2022-08-29 01:15:00
8.6,0.41,8.26,2022-08-29 01:30:00
6.2,0.36,8.75,2022-08-29 01:45:00
5.3,0.5,9.75,2022-08-29 02:00:00
12.8,0.54,9.44,2022-08-29 02:15:00
15.5,0.52,9.22,2022-08-29 02:30:00
11.5,0.54,10.01,2022-08-29 02:45:00
10.0,0.52,9.66,2022-08-29 03:00:00
24.1,0.56,9.56,2022-08-29 03:15:00
29.3,0.57,9.83,2022-08-29 03:30:00
20.2,0.52,9.39,2022-08-29 03:45:00
16.9,0.4,9.09,2022-08-29 04:00:00
27.2,0.4,8.82,2022-08-29 04:15:00
31.0,0.39,8.85,2022-08-29 04:30:00
22.5,0.38,8.94,2022-08-29 04:45:00
19.5,0.39,8.87,2022-08-29 05:00:00
21.7,0.38,8.34,2022-08-29 05:15:00
22.5,0.36,9.13,2022-08-29 05:30:00
17.2,0.38,9.06,2022-08-29 05:45:00
15.2,0.37,10.06,2022-08-29 06:00:00
22.5,0.42,9.42,2022-08-29 06:15:00
25.2,0.42,9.6,2022-08-29 06:30:00
18.1,0.49,9.35,2022-08-29 06:45:00
15.5,0.43,9.89,2022-08-29 07:00:00
13.1,0.44,10.79,2022-08-29 07:15:00
12.2,0.4,9.47,2022-08-29 07:30:00
9.0,0.41,10.12,2022-08-29 07:45:00
7.9,,8.83,2022-08-29 08:00:00
5.3,0.53,9.67,2022-08-29 08:15:00
4.4,0.63,11.54,2022-08-29 08:30:00
3.7,0.54,10.15,2022-08-29 08:45:00
3.4,0.63,12.66,2022-08-29 09:00:00
5.2,0.62,12.25,2022-08-29 09:15:00
5.8,0.64,9.88,2022-08-29 09:30:00
9.9,0.71,11.68,2022-08-29 09:45:00
11.4,0.66,13.76,2022-08-29 10:00:00
11.0,0.74,13.55,2022-08-29 10:15:00
10.9,0.76,11.91,2022-08-29 10:30:00
17.8,0.7,11.0,2022-08-29 10:45:00
20.3,0.64,14.91,2022-08-29 11:00:00
15.1,0.67,11.99,2022-08-29 11:15:00
13.1,0.68,15.62,2022-08-29 11:30:00
9.2,0.69,15.73,2022-08-29 11:45:00
7.8,0.68,16.21,2022-08-29 12:00:00
26.4,0.69,15.2,2022-08-29 12:15:00
33.2,0.66,14.94,2022-08-29 12:30:00
22.8,0.74,14.36,2022-08-29 12:45:00
19.0,0.68,15.37,2022-08-29 13:00:00
29.1,0.68,15.71,2022-08-29 13:15:00
32.8,0.65,14.6,2022-08-29 13:30:00
41.2,0.67,13.42,2022-08-29 13:45:00
44.3,0.57,15.6,2022-08-29 14:00:00
35.4,0.59,16.85,2022-08-29 14:15:00
32.2,0.65,15.98,2022-08-29 14:30:00
33.2,0.66,13.45,2022-08-29 14:45:00
33.6,0.63,15.65,2022-08-29 15:00:00
40.1,0.67,17.75,2022-08-29 15:15:00
42.4,0.67,7.58,2022-08-29 15:30:00
42.3,0.65,19.44,2022-08-29 15:45:00
42.3,0.55,13.48,2022-08-29 16:00:00
38.8,0.55,12.07,2022-08-29 16:15:00
37.6,0.57,11.39,2022-08-29 16:30:00
24.1,0.54,10.96,2022-08-29 16:45:00
19.3,0.56,12.55,2022-08-29 17:00:00
14.8,0.57,12.69,2022-08-29 17:15:00
13.2,0.66,12.94,2022-08-29 17:30:00
10.0,0.66,12.81,2022-08-29 17:45:00
8.8,0.86,14.22,2022-08-29 18:00:00
24.4,0.81,14.27,2022-08-29 18:15:00
30.1,0.85,12.81,2022-08-29 18:30:00
21.7,0.8,14.42,2022-08-29 18:45:00
18.7,0.73,14.25,2022-08-29 19:00:00
16.7,0.75,13.09,2022-08-29 19:15:00
16.0,0.73,14.37,2022-08-29 19:30:00
11.7,0.74,14.4,2022-08-29 19:45:00
10.2,0.72,14.83,2022-08-29 20:00:00
8.9,0.79,15.06,2022-08-29 20:15:00
8.4,0.77,14.96,2022-08-29 20:30:00
6.7,0.74,15.5,2022-08-29 20:45:00
6.0,0.76,15.44,2022-08-29 21:00:00
4.8,0.81,14.3,2022-08-29 21:15:00
4.3,0.79,13.7,2022-08-29 21:30:00
11.2,0.75,14.17,2022-08-29 21:45:00
13.7,0.54,14.44,2022-08-29 22:00:00
22.0,0.47,14.63,2022-08-29 22:15:00
25.0,0.55,12.79,2022-08-29 22:30:00
16.3,0.58,12.81,2022-08-29 22:45:00
13.1,0.52,12.73,2022-08-29 23:00:00
8.7,0.46,12.56,2022-08-29 23:15:00
7.1,0.52,12.56,2022-08-29 23:30:00
6.6,0.55,12.24,2022-08-30 00:00:00
24.3,0.55,12.04,2022-08-30 00:15:00
30.7,0.44,11.9,2022-08-30 00:30:00
20.2,0.44,12.32,2022-08-30 00:45:00
16.3,0.44,12.63,2022-08-30 01:00:00
15.1,0.49,13.42,2022-08-30 01:15:00
14.6,0.5,11.54,2022-08-30 01:30:00
10.6,0.53,10.78,2022-08-30 01:45:00
9.1,0.42,11.55,2022-08-30 02:00:00
9.1,0.54,10.88,2022-08-30 02:15:00
9.1,0.48,11.07,2022-08-30 02:30:00
12.7,0.48,10.27,2022-08-30 02:45:00
14.0,0.49,10.52,2022-08-30 03:00:00
11.4,0.47,11.34,2022-08-30 03:15:00
10.5,0.5,11.02,2022-08-30 03:30:00
19.2,0.43,10.36,2022-08-30 03:45:00
22.3,0.47,10.61,2022-08-30 04:00:00
27.6,0.52,10.61,2022-08-30 04:15:00
29.5,0.52,9.92,2022-08-30 04:30:00
20.6,0.42,9.68,2022-08-30 04:45:00
17.3,0.51,10.88,2022-08-30 05:00:00
13.0,0.49,10.57,2022-08-30 05:15:00
11.4,0.51,9.79,2022-08-30 05:30:00
9.0,0.44,9.98,2022-08-30 05:45:00
8.2,0.42,10.73,2022-08-30 06:00:00
6.6,0.47,11.45,2022-08-30 06:15:00
6.1,0.46,11.95,2022-08-30 06:30:00
15.9,0.49,11.74,2022-08-30 06:45:00
19.4,0.53,12.82,2022-08-30 07:00:00
18.7,0.45,12.72,2022-08-30 07:15:00
18.4,0.53,10.83,2022-08-30 07:30:00
20.2,0.52,10.62,2022-08-30 07:45:00
20.9,0.43,10.63,2022-08-30 08:00:00
16.5,0.52,14.08,2022-08-30 08:15:00
14.8,0.43,13.4,2022-08-30 08:30:00
10.6,0.44,13.9,2022-08-30 08:45:00
9.1,0.45,14.73,2022-08-30 09:00:00
9.5,0.49,14.31,2022-08-30 09:15:00
9.7,0.5,14.68,2022-08-30 09:30:00
16.2,0.51,15.44,2022-08-30 09:45:00
18.6,0.46,16.87,2022-08-30 10:00:00
12.2,0.51,16.89,2022-08-30 10:15:00
9.8,0.51,19.8,2022-08-30 10:30:00
8.9,0.51,13.05,2022-08-30 10:45:00
8.6,0.51,19.04,2022-08-30 11:00:00
7.0,0.61,16.56,2022-08-30 11:15:00
6.5,0.54,17.49,2022-08-30 11:30:00
22.5,0.48,10.62,2022-08-30 11:45:00
28.3,0.47,18.92,2022-08-30 12:00:00
29.0,0.4,17.47,2022-08-30 12:15:00
29.2,0.42,19.07,2022-08-30 12:30:00
31.2,0.49,17.21,2022-08-30 12:45:00
31.9,0.54,18.16,2022-08-30 13:00:00
28.1,0.5,18.83,2022-08-30 13:15:00
26.7,0.65,19.56,2022-08-30 13:30:00
26.8,0.76,16.43,2022-08-30 13:45:00
26.8,0.79,16.2,2022-08-30 14:00:00
17.6,0.8,13.94,2022-08-30 14:15:00
14.3,0.75,13.17,2022-08-30 14:30:00
28.1,0.81,12.73,2022-08-30 14:45:00
33.1,0.94,11.67,2022-08-30 15:00:00
23.2,0.92,12.89,2022-08-30 15:15:00
19.6,1.06,12.4,2022-08-30 15:30:00
28.7,1.03,13.37,2022-08-30 15:45:00
32.0,0.75,13.55,2022-08-30 16:00:00
29.9,0.75,11.71,2022-08-30 16:15:00
29.1,0.76,10.04,2022-08-30 16:30:00
32.7,0.81,11.72,2022-08-30 16:45:00
34.0,0.71,11.18,2022-08-30 17:00:00
43.6,0.75,12.52,2022-08-30 17:15:00
47.2,0.84,13.74,2022-08-30 17:30:00
45.6,0.77,12.89,2022-08-30 17:45:00
45.0,0.7,14.11,2022-08-30 18:00:00
29.6,0.87,14.04,2022-08-30 18:15:00
24.0,0.92,13.31,2022-08-30 18:30:00
25.3,0.97,12.58,2022-08-30 18:45:00
25.7,0.96,12.64,2022-08-30 19:00:00
48.5,0.89,11.91,2022-08-30 19:15:00
56.7,0.94,12.51,2022-08-30 19:30:00
42.7,1.03,12.43,2022-08-30 19:45:00
37.6,0.94,12.49,2022-08-30 20:00:00
44.5,1.06,11.32,2022-08-30 20:15:00
47.0,1.1,11.97,2022-08-30 20:30:00
44.4,1.04,12.16,2022-08-30 20:45:00
43.4,1.09,12.62,2022-08-30 21:00:00
38.4,0.99,12.62,2022-08-30 21:15:00
36.6,1.0,12.97,2022-08-30 21:30:00
48.9,0.95,12.95,2022-08-30 21:45:00
53.4,0.87,13.14,2022-08-30 22:00:00
62.1,0.9,13.62,2022-08-30 22:15:00
65.2,0.83,13.54,2022-08-30 22:30:00
62.4,0.77,12.33,2022-08-30 22:45:00
61.4,0.78,12.44,2022-08-30 23:00:00
40.2,0.69,12.03,2022-08-30 23:15:00
32.5,0.65,11.68,2022-08-30 23:30:00
52.2,0.65,11.57,2022-08-31 00:00:00
46.8,0.63,11.57,2022-08-31 00:15:00
44.8,0.68,12.08,2022-08-31 00:30:00
45.5,0.61,12.19,2022-08-31 00:45:00
45.7,0.63,12.73,2022-08-31 01:00:00
43.0,0.63,12.78,2022-08-31 01:15:00
42.0,0.64,11.93,2022-08-31 01:30:00
52.1,0.62,12.43,2022-08-31 01:45:00
55.7,0.6,11.96,2022-08-31 02:00:00
45.6,0.56,12.05,2022-08-31 02:15:00
41.9,0.55,10.64,2022-08-31 02:30:00
34.2,0.61,15.08,2022-08-31 02:45:00
31.4,0.6,12.84,2022-08-31 03:00:00
53.0,0.58,12.56,2022-08-31 03:15:00
60.8,0.57,11.73,2022-08-31 03:30:00
42.1,0.6,12.34,2022-08-31 03:45:00
35.3,0.56,11.98,2022-08-31 04:00:00
37.1,0.58,14.01,2022-08-31 04:15:00
37.8,0.64,11.09,2022-08-31 04:30:00
34.4,0.55,11.81,2022-08-31 04:45:00
33.2,0.6,11.65,2022-08-31 05:00:00
39.8,0.65,11.62,2022-08-31 05:15:00
42.2,0.61,11.46,2022-08-31 05:30:00
31.5,0.58,11.88,2022-08-31 05:45:00
27.6,0.64,12.5,2022-08-31 06:00:00
33.7,0.64,11.33,2022-08-31 06:15:00
35.9,0.68,12.49,2022-08-31 06:30:00
34.1,0.66,11.99,2022-08-31 06:45:00
33.4,0.68,12.4,2022-08-31 07:00:00
22.6,0.72,12.96,2022-08-31 07:15:00
18.7,0.71,12.87,2022-08-31 07:30:00
28.0,0.69,12.28,2022-08-31 07:45:00
31.4,0.61,13.29,2022-08-31 08:00:00
21.6,0.64,12.97,2022-08-31 08:15:00
18.1,0.73,13.63,2022-08-31 08:30:00
36.7,0.64,14.1,2022-08-31 08:45:00
43.5,0.65,14.52,2022-08-31 09:00:00
44.4,0.65,15.61,2022-08-31 09:15:00
44.8,0.69,16.1,2022-08-31 09:30:00
37.7,0.61,14.71,2022-08-31 09:45:00
35.1,0.59,10.71,2022-08-31 10:00:00
22.8,0.59,11.06,2022-08-31 10:15:00
18.4,0.55,14.47,2022-08-31 10:30:00
13.4,0.58,13.21,2022-08-31 10:45:00
11.6,0.61,15.87,2022-08-31 11:00:00
9.7,0.57,15.54,2022-08-31 11:15:00
9.0,0.52,14.95,2022-08-31 11:30:00
6.5,0.49,14.32,2022-08-31 11:45:00
5.5,0.57,14.59,2022-08-31 12:00:00
4.8,0.71,15.57,2022-08-31 12:15:00
4.5,0.73,13.13,2022-08-31 12:30:00
9.0,0.77,14.6,2022-08-31 12:45:00
10.9,0.72,14.37,2022-08-31 13:00:00
15.3,0.74,17.88,2022-08-31 13:15:00
16.9,0.76,15.69,2022-08-31 13:30:00
11.8,0.71,16.02,2022-08-31 13:45:00
9.9,0.67,17.47,2022-08-31 14:00:00
10.2,0.76,12.29,2022-08-31 14:15:00
10.3,0.65,12.96,2022-08-31 14:30:00
7.4,0.64,18.27,2022-08-31 14:45:00
6.4,0.55,18.27,2022-08-31 15:00:00
29.1,0.59,20.17,2022-08-31 15:15:00
37.4,0.54,19.98,2022-08-31 15:30:00
36.4,0.63,20.02,2022-08-31 15:45:00
36.1,0.52,19.16,2022-08-31 16:00:00
32.8,0.56,12.76,2022-08-31 16:15:00
31.6,0.63,13.57,2022-08-31 16:30:00
21.5,0.57,12.13,2022-08-31 16:45:00
17.8,0.65,17.67,2022-08-31 17:00:00
18.8,0.74,15.82,2022-08-31 17:15:00
19.2,0.72,12.96,2022-08-31 17:30:00
13.3,0.87,16.07,2022-08-31 17:45:00
11.2,0.83,15.92,2022-08-31 18:00:00
24.2,0.94,15.82,2022-08-31 18:15:00
28.9,0.84,16.42,2022-08-31 18:30:00
25.0,0.88,15.74,2022-08-31 18:45:00
23.5,1.01,15.93,2022-08-31 19:00:00
15.8,0.92,15.45,2022-08-31 19:15:00
13.0,0.93,15.36,2022-08-31 19:30:00
21.4,0.98,15.22,2022-08-31 19:45:00
24.5,0.86,15.32,2022-08-31 20:00:00
28.7,0.75,13.91,2022-08-31 20:15:00
30.3,0.78,13.61,2022-08-31 20:30:00
30.1,0.69,13.58,2022-08-31 20:45:00
30.1,0.65,13.57,2022-08-31 21:00:00
39.7,0.65,13.07,2022-08-31 21:15:00
43.1,0.59,12.62,2022-08-31 21:30:00
39.5,0.62,13.03,2022-08-31 21:45:00
38.2,0.56,14.95,2022-08-31 22:00:00
26.7,0.61,14.39,2022-08-31 22:15:00
22.5,0.62,14.53,2022-08-31 22:30:00
22.6,0.58,13.88,2022-08-31 22:45:00
22.6,0.6,14.03,2022-08-31 23:00:00
35.7,0.6,13.49,2022-08-31 23:15:00
40.4,0.63,13.69,2022-08-31 23:30:00
26.3,0.39,13.0,2022-09-01 00:00:00
19.9,0.37,12.88,2022-09-01 00:15:00
17.6,0.38,12.96,2022-09-01 00:30:00
12.4,0.37,12.62,2022-09-01 00:45:00
10.6,0.32,12.43,2022-09-01 01:00:00
7.2,0.33,12.71,2022-09-01 01:15:00
6.0,0.37,12.49,2022-09-01 01:30:00
5.4,0.33,12.89,2022-09-01 01:45:00
5.3,0.52,12.01,2022-09-01 02:00:00
5.1,0.52,12.33,2022-09-01 02:15:00
5.0,0.54,12.15,2022-09-01 02:30:00
10.5,0.51,12.38,2022-09-01 02:45:00
12.5,0.55,12.15,2022-09-01 03:00:00
28.5,0.49,12.17,2022-09-01 03:15:00
34.3,0.47,11.92,2022-09-01 03:30:00
28.7,0.52,12.14,2022-09-01 03:45:00
26.7,0.43,11.57,2022-09-01 04:00:00
20.1,0.42,11.74,2022-09-01 04:15:00
17.7,0.37,11.61,2022-09-01 04:30:00
11.5,0.46,11.66,2022-09-01 04:45:00
9.2,0.42,11.16,2022-09-01 05:00:00
6.4,0.4,11.37,2022-09-01 05:15:00
5.4,0.44,11.24,2022-09-01 05:30:00
4.1,0.45,11.11,2022-09-01 05:45:00
3.6,0.46,11.0,2022-09-01 06:00:00
30.1,0.49,11.41,2022-09-01 06:15:00
39.8,0.49,11.33,2022-09-01 06:30:00
26.1,0.48,11.27,2022-09-01 06:45:00
21.1,0.48,11.84,2022-09-01 07:00:00
30.9,0.45,11.15,2022-09-01 07:15:00
34.4,0.46,10.92,2022-09-01 07:30:00
22.2,0.48,11.59,2022-09-01 07:45:00
17.7,0.43,11.28,2022-09-01 08:00:00
12.3,0.56,11.67,2022-09-01 08:15:00
10.3,0.49,12.96,2022-09-01 08:30:00
18.2,0.53,14.35,2022-09-01 08:45:00
21.0,0.54,14.77,2022-09-01 09:00:00
15.5,0.46,15.37,2022-09-01 09:15:00
13.4,0.48,15.87,2022-09-01 09:30:00
9.1,0.51,16.43,2022-09-01 09:45:00
7.5,0.39,17.1,2022-09-01 10:00:00
8.1,0.4,17.85,2022-09-01 10:15:00
8.3,0.42,20.73,2022-09-01 10:30:00
17.1,0.45,19.74,2022-09-01 10:45:00
20.3,0.4,18.54,2022-09-01 11:00:00
15.6,0.39,18.61,2022-09-01 11:15:00
13.8,0.38,18.83,2022-09-01 11:30:00
10.8,0.42,18.61,2022-09-01 11:45:00
9.7,0.3,18.77,2022-09-01 12:00:00
6.1,0.31,18.6,2022-09-01 12:15:00
4.8,0.33,17.53,2022-09-01 12:30:00
3.1,0.4,14.88,2022-09-01 12:45:00
2.4,0.35,17.2,2022-09-01 13:00:00
1.6,0.35,18.05,2022-09-01 13:15:00
1.3,0.31,17.45,2022-09-01 13:30:00
8.6,0.32,16.78,2022-09-01 13:45:00
11.2,0.47,15.68,2022-09-01 14:00:00
12.3,0.47,14.42,2022-09-01 14:15:00
12.7,0.54,14.37,2022-09-01 14:30:00
10.7,0.61,13.31,2022-09-01 14:45:00
9.9,0.59,12.53,2022-09-01 15:00:00
12.6,0.59,14.29,2022-09-01 15:15:00
13.5,0.63,14.76,2022-09-01 15:30:00
22.4,0.57,14.68,2022-09-01 15:45:00
25.7,0.55,13.14,2022-09-01 16:00:00
16.6,0.47,13.18,2022-09-01 16:15:00
13.2,0.53,11.94,2022-09-01 16:30:00
18.9,0.61,11.57,2022-09-01 16:45:00
20.9,0.67,10.81,2022-09-01 17:00:00
18.6,0.71,11.12,2022-09-01 17:15:00
17.8,0.63,11.24,2022-09-01 17:30:00
12.5,0.65,13.24,2022-09-01 17:45:00
10.6,0.8,12.43,2022-09-01 18:00:00
10.2,0.88,12.76,2022-09-01 18:15:00
10.0,0.91,12.48,2022-09-01 18:30:00
17.7,0.91,12.48,2022-09-01 18:45:00
20.5,0.87,12.96,2022-09-01 19:00:00
16.3,0.84,13.96,2022-09-01 19:15:00
14.8,0.75,12.89,2022-09-01 19:30:00
21.0,0.71,13.78,2022-09-01 19:45:00
23.2,0.62,13.48,2022-09-01 20:00:00
16.4,0.58,13.03,2022-09-01 20:15:00
14.0,0.55,13.03,2022-09-01 20:30:00
10.8,0.56,13.19,2022-09-01 20:45:00
9.6,0.51,12.83,2022-09-01 21:00:00
15.6,0.45,13.01,2022-09-01 21:15:00
17.7,0.49,12.89,2022-09-01 21:30:00
22.0,0.47,12.91,2022-09-01 21:45:00
23.6,0.5,12.54,2022-09-01 22:00:00
15.2,0.42,12.67,2022-09-01 22:15:00
12.2,0.37,12.08,2022-09-01 22:30:00
9.9,0.45,12.48,2022-09-01 22:45:00
9.0,0.44,12.47,2022-09-01 23:00:00
21.9,0.43,12.49,2022-09-01 23:15:00
26.5,0.48,11.62,2022-09-01 23:30:00
14.2,0.51,10.92,2022-09-02 00:00:00
21.7,0.51,10.4,2022-09-02 00:15:00
24.4,0.53,10.47,2022-09-02 00:30:00
17.9,0.55,9.67,2022-09-02 00:45:00
15.5,0.5,9.39,2022-09-02 01:00:00
11.0,0.5,9.63,2022-09-02 01:15:00
9.4,0.54,10.35,2022-09-02 01:30:00
8.5,0.54,9.82,2022-09-02 01:45:00
8.1,0.46,10.39,2022-09-02 02:00:00
6.1,0.52,10.53,2022-09-02 02:15:00
5.3,0.46,10.86,2022-09-02 02:30:00
3.6,0.48,10.33,2022-09-02 02:45:00
3.0,0.45,11.15,2022-09-02 03:00:00
5.5,0.44,10.65,2022-09-02 03:15:00
6.4,0.5,10.33,2022-09-02 03:30:00
5.9,0.56,10.31,2022-09-02 03:45:00
5.7,0.52,10.47,2022-09-02 04:00:00
6.5,0.53,10.55,2022-09-02 04:15:00
6.8,0.62,9.83,2022-09-02 04:30:00
6.8,0.62,8.82,2022-09-02 04:45:00
6.8,0.58,9.36,2022-09-02 05:00:00
6.4,0.53,9.5,2022-09-02 05:15:00
6.2,0.49,9.86,2022-09-02 05:30:00
15.8,0.5,9.7,2022-09-02 05:45:00
19.3,0.47,11.14,2022-09-02 06:00:00
12.7,0.59,10.71,2022-09-02 06:15:00
10.3,0.62,10.76,2022-09-02 06:30:00
22.6,0.62,9.97,2022-09-02 06:45:00
27.1,0.57,10.53,2022-09-02 07:00:00
47.4,0.62,10.43,2022-09-02 07:15:00
54.7,0.68,10.6,2022-09-02 07:30:00
35.6,0.67,10.46,2022-09-02 07:45:00
28.6,0.58,11.92,2022-09-02 08:00:00
20.0,0.51,10.78,2022-09-02 08:15:00
16.9,0.51,11.96,2022-09-02 08:30:00
11.4,0.47,12.29,2022-09-02 08:45:00
9.4,0.48,12.45,2022-09-02 09:00:00
7.0,0.46,12.47,2022-09-02 09:15:00
6.2,0.46,13.2,2022-09-02 09:30:00
5.5,0.4,13.6,2022-09-02 09:45:00
5.2,0.43,14.51,2022-09-02 10:00:00
5.4,0.41,14.66,2022-09-02 10:15:00
5.4,0.42,14.24,2022-09-02 10:30:00
5.8,0.46,15.75,2022-09-02 10:45:00
5.9,0.49,17.69,2022-09-02 11:00:00
8.5,0.43,16.85,2022-09-02 11:15:00
9.4,0.4,15.04,2022-09-02 11:30:00
8.2,0.46,13.88,2022-09-02 11:45:00
7.7,0.42,14.48,2022-09-02 12:00:00
6.8,0.42,14.92,2022-09-02 12:15:00
6.5,0.44,15.19,2022-09-02 12:30:00
27.0,0.42,15.58,2022-09-02 12:45:00
34.4,0.41,15.67,2022-09-02 13:00:00
35.2,0.4,12.74,2022-09-02 13:15:00
35.5,0.42,14.95,2022-09-02 13:30:00
22.7,0.37,14.22,2022-09-02 13:45:00
18.0,0.48,15.47,2022-09-02 14:00:00
13.4,0.52,15.58,2022-09-02 14:15:00
11.7,0.53,16.43,2022-09-02 14:30:00
9.6,0.53,16.73,2022-09-02 14:45:00
8.9,0.56,15.92,2022-09-02 15:00:00
6.5,0.53,15.94,2022-09-02 15:15:00
5.7,0.59,14.09,2022-09-02 15:30:00
5.0,0.57,13.72,2022-09-02 15:45:00
4.7,0.46,14.56,2022-09-02 16:00:00
5.3,0.49,14.7,2022-09-02 16:15:00
5.5,0.49,13.96,2022-09-02 16:30:00
3.6,0.46,14.4,2022-09-02 16:45:00
2.9,0.43,15.58,2022-09-02 17:00:00
5.9,0.48,14.62,2022-09-02 17:15:00
7.1,0.52,15.39,2022-09-02 17:30:00
10.1,0.44,15.68,2022-09-02 17:45:00
11.2,0.39,15.72,2022-09-02 18:00:00
7.3,0.38,1.78,2022-09-02 18:15:00
5.9,0.33,11.98,2022-09-02 18:30:00
3.7,0.34,16.86,2022-09-02 18:45:00
3.0,0.36,16.9,2022-09-02 19:00:00
5.3,0.36,14.47,2022-09-02 19:15:00
6.2,0.36,15.54,2022-09-02 19:30:00
