pm2.5,pm10,no,no2,so2,co,nox,timestamp
57.15,130.87,6.99,19.86,,0.6,16.02,2023-02-08 11:45:00
57.4,130.1,6.79,19.71,,0.59,15.79,2023-02-08 12:00:00
57.4,130.1,6.46,19.94,,0.58,15.64,2023-02-08 12:15:00
57.4,130.1,6.57,19.99,,0.58,15.76,2023-02-08 12:30:00
49.88,120.64,6.86,20.04,,0.57,16.02,2023-02-08 12:45:00
49.7,120.43,6.91,19.9,,0.56,15.98,2023-02-08 13:00:00
49.7,120.43,7.21,19.89,,0.56,16.22,2023-02-08 13:15:00
49.7,120.43,6.6,19.78,,0.55,15.67,2023-02-08 13:30:00
27.23,112.55,7.03,19.99,,0.55,16.12,2023-02-08 13:45:00
26.72,112.37,7.44,20.21,,0.54,16.56,2023-02-08 14:00:00
26.72,112.37,6.61,20.07,,0.54,15.83,2023-02-08 14:15:00
26.72,112.37,7.01,20.01,,0.54,16.12,2023-02-08 14:30:00
40.9,117.4,7.09,19.95,,0.53,16.15,2023-02-08 14:45:00
41.22,117.52,6.73,20.35,,0.53,16.07,2023-02-08 15:00:00
41.22,117.52,6.35,20.34,,0.52,15.76,2023-02-08 15:15:00
41.22,117.52,6.4,19.9,,0.52,15.57,2023-02-08 15:30:00
26.27,104.74,6.55,20.04,,0.52,15.76,2023-02-08 15:45:00
25.93,104.45,6.58,20.27,,0.52,15.91,2023-02-08 16:00:00
25.93,104.45,6.19,20.24,,0.52,15.58,2023-02-08 16:15:00
25.93,104.45,6.84,20.1,,0.52,16.03,2023-02-08 16:30:00
13.45,99.17,7.13,20.22,,0.52,16.32,2023-02-08 16:45:00
13.16,99.05,7.08,20.03,,0.52,16.18,2023-02-08 17:00:00
13.16,99.05,6.96,19.86,,0.52,16.0,2023-02-08 17:15:00
13.16,99.05,6.73,20.07,,0.52,15.92,2023-02-08 17:30:00
19.57,93.95,6.35,20.36,,0.52,15.77,2023-02-08 17:45:00
19.74,93.81,6.44,19.86,,0.52,15.58,2023-02-08 18:00:00
19.74,93.81,6.68,19.96,,0.52,15.82,2023-02-08 18:15:00
,93.81,6.67,20.12,,0.52,15.9,2023-02-08 18:30:00
,84.91,6.96,20.06,,0.52,16.11,2023-02-08 18:45:00
,84.71,6.69,20.26,,0.53,15.99,2023-02-08 19:00:00
,84.71,7.07,20.01,,0.55,16.17,2023-02-08 19:15:00
,84.71,6.61,19.96,,0.56,15.78,2023-02-08 19:30:00
,102.1,6.51,20.07,,0.56,15.75,2023-02-08 19:45:00
,102.49,6.67,20.2,,0.57,15.94,2023-02-08 20:00:00
,102.49,6.79,20.33,,0.58,16.11,2023-02-08 20:15:00
,102.49,7.2,19.88,,0.61,16.2,2023-02-08 20:30:00
,143.93,6.6,20.07,,0.62,15.82,2023-02-08 20:45:00
,144.87,6.6,20.29,,0.63,15.94,2023-02-08 21:00:00
,144.87,6.49,20.33,,0.64,15.87,2023-02-08 21:15:00
,144.87,7.15,19.68,,0.64,16.05,2023-02-08 21:30:00
,146.76,7.09,19.6,,0.65,15.96,2023-02-08 21:45:00
,146.8,7.52,19.48,,0.65,16.25,2023-02-08 22:00:00
,146.8,6.66,19.7,,0.64,15.67,2023-02-08 22:15:00
,146.8,6.42,19.93,,0.64,15.6,2023-02-08 22:30:00
,143.42,6.35,19.9,,0.64,15.53,2023-02-08 22:45:00
,143.35,6.81,20.15,,0.63,16.03,2023-02-08 23:00:00
,143.35,7.26,20.09,,0.62,16.36,2023-02-08 23:15:00
,143.35,6.91,19.89,,0.62,15.97,2023-02-08 23:30:00
,109.05,6.61,19.94,,0.59,15.76,2023-02-09 00:00:00
,109.05,7.04,20.0,,0.59,16.14,2023-02-09 00:15:00
,109.05,6.98,20.2,,0.58,16.19,2023-02-09 00:30:00
,85.6,6.52,20.18,,0.58,15.81,2023-02-09 00:45:00
,85.06,6.65,19.99,,0.57,15.82,2023-02-09 01:00:00
,85.06,6.99,19.84,,0.56,16.01,2023-02-09 01:15:00
,85.06,7.14,19.97,,0.55,16.2,2023-02-09 01:30:00
,73.92,6.93,20.21,,0.55,16.16,2023-02-09 01:45:00
,73.67,6.6,20.07,,0.54,15.82,2023-02-09 02:00:00
,73.67,6.34,20.22,,0.54,15.69,2023-02-09 02:15:00
,73.67,6.77,20.5,,0.54,16.18,2023-02-09 02:30:00
,67.52,6.96,20.52,,0.54,16.34,2023-02-09 02:45:00
,67.38,6.91,20.17,,0.54,16.12,2023-02-09 03:00:00
,67.38,7.0,20.0,,0.54,16.11,2023-02-09 03:15:00
,67.38,6.8,19.95,,0.54,15.92,2023-02-09 03:30:00
,69.18,6.49,19.91,,0.54,15.65,2023-02-09 03:45:00
,69.22,6.51,19.93,,0.54,15.68,2023-02-09 04:00:00
,69.22,6.43,20.23,,0.54,15.76,2023-02-09 04:15:00
,69.22,6.26,20.8,,0.54,15.93,2023-02-09 04:30:00
,53.0,5.85,20.58,,0.54,15.49,2023-02-09 04:45:00
,52.63,6.7,20.03,,0.54,15.88,2023-02-09 05:00:00
,52.63,7.15,19.91,,0.54,16.18,2023-02-09 05:15:00
,52.63,6.73,19.84,,0.54,15.81,2023-02-09 05:30:00
,58.0,6.53,20.14,,0.54,15.8,2023-02-09 05:45:00
,58.13,7.05,19.94,,0.54,16.12,2023-02-09 06:00:00
,58.13,7.1,19.75,,0.54,16.06,2023-02-09 06:15:00
,58.13,6.85,19.82,,0.54,15.89,2023-02-09 06:30:00
,74.66,6.62,19.96,,0.55,15.78,2023-02-09 06:45:00
,75.03,6.12,20.15,,0.55,15.48,2023-02-09 07:00:00
,75.03,6.23,20.25,,0.55,15.61,2023-02-09 07:15:00
,75.03,6.68,20.23,,0.56,15.97,2023-02-09 07:30:00
,95.55,6.32,19.74,,0.56,15.42,2023-02-09 07:45:00
,96.01,6.06,19.84,,0.56,15.27,2023-02-09 08:00:00
,96.01,6.2,20.47,,0.57,15.71,2023-02-09 08:15:00
,96.01,6.15,20.22,,0.57,15.54,2023-02-09 08:30:00
,88.21,6.33,19.86,,0.57,15.49,2023-02-09 08:45:00
,88.04,6.08,20.27,,0.57,15.51,2023-02-09 09:00:00
,88.04,6.13,20.04,,0.57,15.43,2023-02-09 09:15:00
,88.04,6.42,20.12,,0.57,15.7,2023-02-09 09:30:00
,94.1,6.05,19.89,,0.57,15.29,2023-02-09 09:45:00
,94.24,6.57,19.78,,0.57,15.64,2023-02-09 10:00:00
,94.24,6.41,19.98,,0.57,15.63,2023-02-09 10:15:00
,94.24,6.87,19.95,,0.56,15.98,2023-02-09 10:30:00
,104.34,6.69,19.93,,0.56,15.82,2023-02-09 10:45:00
23.97,104.57,6.76,20.16,,0.56,16.0,2023-02-09 11:00:00
23.97,104.57,7.5,19.85,,0.55,16.43,2023-02-09 11:15:00
23.97,104.57,6.48,20.23,,0.54,15.81,2023-02-09 11:30:00
26.21,88.21,6.81,20.22,,0.53,16.07,2023-02-09 11:45:00
26.26,87.84,6.74,19.85,,0.53,15.82,2023-02-09 12:00:00
26.26,87.84,7.27,19.83,,0.52,16.23,2023-02-09 12:15:00
26.26,87.84,7.16,20.23,,0.52,16.35,2023-02-09 12:30:00
17.79,92.55,7.12,19.9,,0.52,16.15,2023-02-09 12:45:00
17.6,92.66,6.76,20.06,,0.52,15.94,2023-02-09 13:00:00
17.6,92.66,7.1,20.11,,0.52,16.24,2023-02-09 13:15:00
17.6,92.66,6.99,20.17,,0.52,16.18,2023-02-09 13:30:00
13.84,83.27,6.13,19.75,,0.52,15.28,2023-02-09 13:45:00
13.74,83.0,6.94,19.82,,0.52,15.96,2023-02-09 14:00:00
13.74,83.0,6.6,20.01,,0.52,15.79,2023-02-09 14:15:00
13.74,83.0,6.83,20.02,,0.52,15.98,2023-02-09 14:30:00
8.56,84.19,6.71,19.97,,0.52,15.86,2023-02-09 14:45:00
8.44,84.22,6.14,19.89,,0.52,15.35,2023-02-09 15:00:00
8.44,84.22,7.02,20.11,,0.52,16.18,2023-02-09 15:15:00
8.44,84.22,7.41,20.38,,0.52,16.63,2023-02-09 15:30:00
18.6,78.29,7.0,19.99,,0.52,16.1,2023-02-09 15:45:00
18.83,78.16,6.58,19.83,,0.52,15.68,2023-02-09 16:00:00
18.83,78.16,6.63,20.01,,0.52,15.82,2023-02-09 16:15:00
18.83,78.16,7.04,19.82,,0.52,16.04,2023-02-09 16:30:00
21.29,73.43,7.04,19.75,,0.52,16.01,2023-02-09 16:45:00
21.34,73.32,6.89,20.04,,0.52,16.03,2023-02-09 17:00:00
21.34,73.32,6.52,20.33,,0.52,15.89,2023-02-09 17:15:00
21.34,73.32,6.08,20.21,,0.52,15.47,2023-02-09 17:30:00
29.45,68.89,6.73,20.06,,0.52,15.92,2023-02-09 17:45:00
29.64,68.79,6.8,19.9,,0.52,15.89,2023-02-09 18:00:00
29.64,68.79,6.55,20.03,,0.53,15.76,2023-02-09 18:15:00
29.64,68.79,6.69,20.02,,0.53,15.87,2023-02-09 18:30:00
47.88,74.22,6.42,20.08,,0.54,15.68,2023-02-09 18:45:00
48.3,74.34,6.58,20.16,,0.55,15.85,2023-02-09 19:00:00
48.3,74.34,6.79,20.39,,0.56,16.14,2023-02-09 19:15:00
48.3,74.34,6.6,20.23,,0.57,15.91,2023-02-09 19:30:00
59.4,120.63,6.55,20.23,,0.58,15.86,2023-02-09 19:45:00
59.65,121.68,6.61,20.54,,0.59,16.07,2023-02-09 20:00:00
59.65,121.68,6.7,20.21,,0.61,15.97,2023-02-09 20:15:00
59.65,121.68,6.96,20.18,,0.64,16.16,2023-02-09 20:30:00
72.1,168.93,6.33,20.33,,0.66,15.74,2023-02-09 20:45:00
72.38,170.01,6.77,20.18,,0.67,16.02,2023-02-09 21:00:00
72.38,170.01,6.73,20.16,,0.68,15.97,2023-02-09 21:15:00
72.38,170.01,6.59,20.08,,0.68,15.82,2023-02-09 21:30:00
64.41,158.64,6.73,20.11,,0.7,15.95,2023-02-09 21:45:00
64.23,158.38,6.42,20.15,,0.71,15.72,2023-02-09 22:00:00
64.23,158.38,6.69,19.82,,0.72,15.76,2023-02-09 22:15:00
64.23,158.38,6.62,20.0,,0.72,15.8,2023-02-09 22:30:00
45.35,147.49,6.59,19.61,,0.73,15.57,2023-02-09 22:45:00
44.92,147.24,6.7,19.69,,0.74,15.7,2023-02-09 23:00:00
44.92,147.24,6.4,19.73,,0.76,15.48,2023-02-09 23:15:00
44.92,147.24,6.65,19.77,,0.76,15.7,2023-02-09 23:30:00
57.71,140.9,6.61,20.0,,0.72,15.79,2023-02-10 00:00:00
57.71,140.9,6.79,20.08,,0.71,15.98,2023-02-10 00:15:00
57.71,140.9,6.87,19.98,,0.7,15.99,2023-02-10 00:30:00
55.45,130.21,6.84,19.89,,0.69,15.91,2023-02-10 00:45:00
55.4,129.97,6.83,20.12,,0.69,16.03,2023-02-10 01:00:00
55.4,129.97,6.98,19.9,,0.68,16.04,2023-02-10 01:15:00
55.4,129.97,6.59,20.24,,0.67,15.9,2023-02-10 01:30:00
32.47,118.7,6.95,20.2,,0.66,16.17,2023-02-10 01:45:00
31.95,118.45,6.82,20.25,,0.64,16.09,2023-02-10 02:00:00
31.95,118.45,6.56,20.09,,0.63,15.8,2023-02-10 02:15:00
31.95,118.45,6.66,19.98,,0.61,15.82,2023-02-10 02:30:00
20.86,98.61,6.37,20.48,,0.6,15.85,2023-02-10 02:45:00
20.61,98.16,6.45,20.23,,0.59,15.78,2023-02-10 03:00:00
20.61,98.16,7.29,19.97,,0.57,16.32,2023-02-10 03:15:00
20.61,98.16,6.87,20.04,,0.57,16.03,2023-02-10 03:30:00
15.17,76.78,6.64,19.79,,0.56,15.71,2023-02-10 03:45:00
15.04,76.29,6.61,19.94,,0.55,15.76,2023-02-10 04:00:00
15.04,76.29,6.4,20.14,,0.55,15.7,2023-02-10 04:15:00
15.04,76.29,6.9,20.27,,0.55,16.17,2023-02-10 04:30:00
12.1,50.9,6.49,19.91,,0.54,15.65,2023-02-10 04:45:00
12.04,50.32,6.52,20.16,,0.54,15.81,2023-02-10 05:00:00
12.04,50.32,6.49,20.37,,0.54,15.89,2023-02-10 05:15:00
12.04,50.32,6.6,19.61,,0.54,15.58,2023-02-10 05:30:00
10.07,49.23,6.69,20.0,,0.53,15.86,2023-02-10 05:45:00
10.03,49.21,6.57,19.97,,0.53,15.74,2023-02-10 06:00:00
10.03,49.21,6.5,20.01,,0.54,15.7,2023-02-10 06:15:00
10.03,49.21,6.16,20.14,,0.54,15.51,2023-02-10 06:30:00
7.37,51.14,6.23,20.13,,0.54,15.56,2023-02-10 06:45:00
7.31,51.18,6.31,20.31,,0.54,15.71,2023-02-10 07:00:00
7.31,51.18,6.38,19.69,,0.55,15.45,2023-02-10 07:15:00
7.31,51.18,6.47,19.96,,0.55,15.66,2023-02-10 07:30:00
49.47,75.3,6.59,20.01,,0.56,15.78,2023-02-10 07:45:00
50.43,75.85,6.08,19.97,,0.57,15.35,2023-02-10 08:00:00
50.43,75.85,6.46,20.01,,0.58,15.67,2023-02-10 08:15:00
50.43,75.85,6.62,20.15,,0.58,15.88,2023-02-10 08:30:00
32.59,89.69,6.37,19.95,,0.58,15.57,2023-02-10 08:45:00
32.19,90.01,6.36,19.86,,0.58,15.52,2023-02-10 09:00:00
32.19,90.01,7.21,19.74,,0.58,16.13,2023-02-10 09:15:00
32.19,90.01,7.03,19.86,,0.58,16.06,2023-02-10 09:30:00
42.6,90.59,6.7,20.05,,0.58,15.89,2023-02-10 09:45:00
42.84,90.61,6.82,20.2,,0.58,16.07,2023-02-10 10:00:00
42.84,90.61,6.6,20.31,,0.58,15.95,2023-02-10 10:15:00
42.84,90.61,7.07,20.37,,0.58,16.35,2023-02-10 10:30:00
27.81,95.78,6.84,19.89,,0.58,15.92,2023-02-10 10:45:00
27.47,95.89,6.76,20.39,,0.58,16.12,2023-02-10 11:00:00
27.47,95.89,7.23,20.27,,0.6,16.43,2023-02-10 11:15:00
27.47,95.89,7.07,20.0,,0.63,16.16,2023-02-10 11:30:00
52.59,105.59,6.77,19.63,,0.69,15.73,2023-02-10 11:45:00
53.17,105.81,6.84,19.69,,0.73,15.81,2023-02-10 12:00:00
53.17,105.81,6.96,19.99,,0.79,16.07,2023-02-10 12:15:00
53.17,105.81,6.84,20.16,,0.81,16.06,2023-02-10 12:30:00
65.5,151.63,6.37,20.08,,0.81,15.64,2023-02-10 12:45:00
65.78,152.67,6.47,20.02,,0.79,15.69,2023-02-10 13:00:00
65.78,152.67,6.53,20.18,,0.77,15.82,2023-02-10 13:15:00
65.78,152.67,7.09,20.14,,0.74,16.25,2023-02-10 13:30:00
74.94,142.4,6.93,20.32,,0.73,16.21,2023-02-10 13:45:00
75.15,142.17,7.42,19.8,,0.69,16.34,2023-02-10 14:00:00
75.15,142.17,7.02,20.06,,0.67,16.15,2023-02-10 14:15:00
75.15,142.17,7.07,19.93,,0.65,16.13,2023-02-10 14:30:00
40.76,125.06,8.14,20.52,,0.64,17.29,2023-02-10 14:45:00
40.76,125.06,7.19,20.26,,0.66,16.39,2023-02-10 15:00:00
40.76,125.06,,,,0.65,,2023-02-10 15:15:00
40.76,125.06,,,,0.64,,2023-02-10 15:30:00
40.59,95.51,,,,0.64,,2023-02-10 15:45:00
40.59,95.51,,,,0.64,,2023-02-10 16:00:00
40.59,95.51,4.58,18.11,,0.59,13.17,2023-02-10 16:15:00
40.59,95.51,6.65,19.63,,0.64,15.63,2023-02-10 16:30:00
23.52,87.64,6.76,19.84,,0.63,15.83,2023-02-10 16:45:00
23.32,87.64,6.33,18.44,,0.62,14.75,2023-02-10 17:15:00
23.32,87.64,7.93,19.79,,0.61,16.74,2023-02-10 17:30:00
35.93,79.35,7.41,19.94,,0.65,16.4,2023-02-10 17:45:00
36.21,79.35,,,,0.65,,2023-02-10 18:00:00
36.21,79.35,,,,0.65,,2023-02-10 18:15:00
36.21,79.35,,,,0.65,,2023-02-10 18:30:00
20.58,86.89,,,,0.65,,2023-02-10 18:45:00
20.23,86.89,,,,0.65,,2023-02-10 19:00:00
20.23,86.89,,,,0.67,,2023-02-10 19:15:00
20.23,86.89,,,,0.69,,2023-02-10 19:30:00
70.49,121.85,,,,0.7,,2023-02-10 19:45:00
71.63,121.85,,,,0.72,,2023-02-10 20:00:00
71.63,121.85,,,,0.74,,2023-02-10 20:15:00
71.63,121.85,,,,0.75,,2023-02-10 20:30:00
49.8,146.6,,,,0.76,,2023-02-10 20:45:00
49.3,146.6,,,,0.76,,2023-02-10 21:00:00
49.3,146.6,,,,0.76,,2023-02-10 21:15:00
49.3,146.6,,,,0.75,,2023-02-10 21:30:00
39.79,139.69,,,,0.75,,2023-02-10 21:45:00
39.57,139.69,,,,0.76,,2023-02-10 22:00:00
39.57,139.69,,,,0.75,,2023-02-10 22:15:00
39.57,139.69,,,,0.76,,2023-02-10 22:30:00
58.53,147.62,,,,0.76,,2023-02-10 22:45:00
58.96,147.62,,,,0.77,,2023-02-10 23:00:00
58.96,147.62,,,,0.78,,2023-02-10 23:15:00
58.96,147.62,,,,0.78,,2023-02-10 23:30:00
56.4,153.89,,,,0.71,,2023-02-11 00:00:00
56.4,153.89,,,,0.73,,2023-02-11 00:15:00
56.4,153.89,,,,0.74,,2023-02-11 00:30:00
43.91,154.91,,,,0.75,,2023-02-11 00:45:00
43.63,154.91,,,,0.76,,2023-02-11 01:00:00
43.63,154.91,,,,0.76,,2023-02-11 01:15:00
43.63,154.91,,,,0.76,,2023-02-11 01:30:00
40.22,131.18,,,,0.77,,2023-02-11 01:45:00
40.14,131.18,,,,0.78,,2023-02-11 02:00:00
40.14,131.18,,,,0.8,,2023-02-11 02:15:00
40.14,131.18,,,,0.8,,2023-02-11 02:30:00
22.59,118.12,,,,0.79,,2023-02-11 02:45:00
22.2,118.12,,,,0.77,,2023-02-11 03:00:00
22.2,118.12,,,,0.75,,2023-02-11 03:15:00
22.2,118.12,,,,0.73,,2023-02-11 03:30:00
32.3,95.82,,,,0.71,,2023-02-11 03:45:00
32.53,95.82,,,,0.69,,2023-02-11 04:00:00
32.53,95.82,,,,0.67,,2023-02-11 04:15:00
32.53,95.82,,,,0.66,,2023-02-11 04:30:00
28.58,84.39,,,,0.64,,2023-02-11 04:45:00
28.49,84.39,,,,0.63,,2023-02-11 05:00:00
28.49,84.39,,,,0.63,,2023-02-11 05:15:00
28.49,84.39,,,,0.62,,2023-02-11 05:30:00
28.04,79.62,,,,0.61,,2023-02-11 05:45:00
28.03,79.62,,,,0.61,,2023-02-11 06:00:00
28.03,79.62,,,,0.61,,2023-02-11 06:15:00
28.03,79.62,,,,0.6,,2023-02-11 06:30:00
23.99,81.11,,,,0.6,,2023-02-11 06:45:00
23.9,81.11,,,,0.59,,2023-02-11 07:00:00
23.9,81.11,,,,0.59,,2023-02-11 07:15:00
23.9,81.11,,,,0.59,,2023-02-11 07:30:00
26.56,84.71,,,,0.6,,2023-02-11 07:45:00
26.62,84.71,,,,0.6,,2023-02-11 08:00:00
26.62,84.71,,,,0.61,,2023-02-11 08:15:00
26.62,84.71,,,,0.61,,2023-02-11 08:30:00
29.14,93.87,,,,0.61,,2023-02-11 08:45:00
29.2,93.87,,,,0.61,,2023-02-11 09:00:00
29.2,93.87,,,,0.61,,2023-02-11 09:15:00
29.2,93.87,,,,0.62,,2023-02-11 09:30:00
24.61,115.26,,,,0.62,,2023-02-11 09:45:00
24.5,115.26,,,,0.64,,2023-02-11 10:00:00
24.5,115.26,,,,0.64,,2023-02-11 10:15:00
24.5,115.26,,,,0.65,,2023-02-11 10:30:00
40.28,153.21,,,,0.66,,2023-02-11 10:45:00
40.63,153.21,,,,0.66,,2023-02-11 11:00:00
40.63,153.21,,,,0.67,,2023-02-11 11:15:00
40.63,153.21,,,,0.68,,2023-02-11 11:30:00
54.74,177.54,,,,0.68,,2023-02-11 11:45:00
55.06,177.54,,,,0.68,,2023-02-11 12:00:00
55.06,177.54,,,,0.69,,2023-02-11 12:15:00
55.06,177.54,,,,0.69,,2023-02-11 12:30:00
64.35,182.77,,,,0.69,,2023-02-11 12:45:00
64.56,182.77,,,,0.68,,2023-02-11 13:00:00
64.56,182.77,,,,0.66,,2023-02-11 13:15:00
64.56,182.77,,,,0.64,,2023-02-11 13:30:00
47.39,169.64,,,,0.62,,2023-02-11 13:45:00
47.0,169.64,,,,0.61,,2023-02-11 14:00:00
47.0,169.64,,,,0.59,,2023-02-11 14:15:00
47.0,169.64,,,,0.58,,2023-02-11 14:30:00
40.7,154.42,,,,0.57,,2023-02-11 14:45:00
40.56,154.42,,,,0.56,,2023-02-11 15:00:00
40.56,154.42,,,,0.55,,2023-02-11 15:15:00
40.56,154.42,,,,0.55,,2023-02-11 15:30:00
42.04,135.3,5.33,19.19,,0.54,14.34,2023-02-11 15:45:00
42.07,134.87,6.51,20.0,,0.53,15.71,2023-02-11 16:00:00
42.07,134.87,5.53,17.73,,0.52,13.73,2023-02-11 16:15:00
42.07,134.87,6.56,19.75,,0.53,15.62,2023-02-11 16:30:00
40.65,122.67,6.61,20.06,,0.52,15.82,2023-02-11 16:45:00
40.62,122.39,6.33,19.88,,0.53,15.5,2023-02-11 17:00:00
40.62,122.39,6.48,19.76,,0.53,15.56,2023-02-11 17:15:00
40.62,122.39,6.71,19.92,,0.53,15.83,2023-02-11 17:30:00
52.92,110.23,6.3,20.02,,0.53,15.55,2023-02-11 17:45:00
53.2,109.95,5.94,20.23,,0.54,15.37,2023-02-11 18:00:00
53.2,109.95,7.12,20.01,,0.55,16.2,2023-02-11 18:15:00
53.2,109.95,6.99,19.86,,0.56,16.02,2023-02-11 18:30:00
72.84,145.95,7.0,19.84,,0.61,16.02,2023-02-11 18:45:00
73.28,146.77,6.67,19.97,,0.65,15.82,2023-02-11 19:00:00
73.28,146.77,6.99,19.96,,0.68,16.07,2023-02-11 19:15:00
73.28,146.77,6.24,20.26,,0.7,15.63,2023-02-11 19:30:00
106.01,175.79,6.54,20.14,,0.7,15.81,2023-02-11 19:45:00
106.76,176.45,6.79,19.89,,0.7,15.88,2023-02-11 20:00:00
106.76,176.45,6.9,20.06,,0.69,16.06,2023-02-11 20:15:00
106.76,176.45,7.03,20.16,,0.68,16.21,2023-02-11 20:30:00
82.93,155.87,6.92,20.21,,0.68,16.15,2023-02-11 20:45:00
82.39,155.41,6.97,20.04,,0.68,16.11,2023-02-11 21:00:00
82.39,155.41,6.7,19.9,,0.68,15.81,2023-02-11 21:15:00
82.39,155.41,6.7,20.1,,0.7,15.92,2023-02-11 21:30:00
95.48,198.39,6.92,20.07,,0.71,16.08,2023-02-11 21:45:00
95.78,199.36,6.89,20.09,,0.71,16.06,2023-02-11 22:00:00
95.78,199.36,6.94,20.14,,0.71,16.13,2023-02-11 22:15:00
95.78,199.36,6.99,20.1,,0.71,16.15,2023-02-11 22:30:00
,191.9,,19.89,,0.72,15.93,2023-02-11 22:45:00
104.13,191.73,6.87,20.01,,0.74,16.01,2023-02-11 23:00:00
104.13,191.73,6.52,19.78,,0.75,15.61,2023-02-11 23:15:00
104.13,191.73,5.93,20.05,,0.76,15.28,2023-02-11 23:30:00
105.85,177.26,7.12,19.75,,0.78,16.07,2023-02-12 00:00:00
105.85,177.26,7.0,19.7,,0.79,15.94,2023-02-12 00:15:00
105.85,177.26,7.13,20.05,,0.79,16.24,2023-02-12 00:30:00
81.76,177.02,7.22,20.15,,0.79,16.36,2023-02-12 00:45:00
81.22,177.02,6.89,20.06,,0.79,16.05,2023-02-12 01:00:00
81.22,177.02,6.88,20.2,,0.79,16.11,2023-02-12 01:15:00
81.22,177.02,6.44,20.05,,0.79,15.68,2023-02-12 01:30:00
89.2,175.47,6.42,19.63,,0.78,15.45,2023-02-12 01:45:00
89.38,175.44,6.73,19.59,,0.78,15.67,2023-02-12 02:00:00
89.38,175.44,7.04,19.42,,0.77,15.84,2023-02-12 02:15:00
89.38,175.44,6.73,19.97,,0.76,15.87,2023-02-12 02:30:00
74.52,157.4,6.01,20.04,,0.75,15.33,2023-02-12 02:45:00
74.18,156.99,6.72,20.29,,0.75,16.03,2023-02-12 03:00:00
74.18,156.99,6.7,20.37,,0.74,16.06,2023-02-12 03:15:00
74.18,156.99,6.66,19.63,,0.74,15.64,2023-02-12 03:30:00
54.91,136.65,6.78,19.62,,0.73,15.73,2023-02-12 03:45:00
54.48,136.19,7.16,20.07,,0.73,16.26,2023-02-12 04:00:00
54.48,136.19,7.15,20.0,,0.72,16.23,2023-02-12 04:15:00
54.48,136.19,6.66,20.4,,0.72,16.04,2023-02-12 04:30:00
40.18,111.18,7.14,20.01,,0.71,16.23,2023-02-12 04:45:00
39.86,110.62,7.23,20.01,,0.71,16.29,2023-02-12 05:00:00
39.86,110.62,7.17,19.7,,0.7,16.09,2023-02-12 05:15:00
39.86,110.62,6.91,19.72,,0.7,15.89,2023-02-12 05:30:00
49.98,103.89,6.4,20.09,,0.7,15.67,2023-02-12 05:45:00
50.21,103.73,6.9,20.02,,0.69,16.04,2023-02-12 06:00:00
50.21,103.73,6.78,20.23,,0.69,16.05,2023-02-12 06:15:00
50.21,103.73,6.58,20.01,,0.69,15.77,2023-02-12 06:30:00
52.02,109.65,6.9,20.04,,0.69,16.04,2023-02-12 06:45:00
52.07,109.78,6.92,20.46,,0.68,16.28,2023-02-12 07:00:00
52.07,109.78,6.83,20.0,,0.69,15.97,2023-02-12 07:15:00
52.07,109.78,6.43,20.31,,0.69,15.81,2023-02-12 07:30:00
62.35,128.31,6.43,20.29,,0.69,15.8,2023-02-12 07:45:00
62.58,128.74,6.85,19.96,,0.7,15.96,2023-02-12 08:00:00
62.58,128.74,6.67,20.05,,0.7,15.86,2023-02-12 08:15:00
62.58,128.74,6.27,20.22,,0.71,15.64,2023-02-12 08:30:00
77.86,163.09,6.51,20.18,,0.72,15.8,2023-02-12 08:45:00
78.2,163.87,7.15,19.93,,0.73,16.19,2023-02-12 09:00:00
78.2,163.87,6.79,20.0,,0.73,15.94,2023-02-12 09:15:00
78.2,163.87,6.84,19.99,,0.73,15.97,2023-02-12 09:30:00
103.71,178.69,6.58,20.13,,0.72,15.84,2023-02-12 09:45:00
104.29,179.03,6.26,19.94,,0.72,15.48,2023-02-12 10:00:00
104.29,179.03,6.65,19.92,,0.7,15.78,2023-02-12 10:15:00
104.29,179.03,6.39,20.23,,0.69,15.73,2023-02-12 10:30:00
66.44,160.38,6.47,20.37,,0.67,15.87,2023-02-12 10:45:00
65.58,159.96,6.55,20.49,,0.66,16.0,2023-02-12 11:00:00
65.58,159.96,7.21,20.14,,0.64,16.35,2023-02-12 11:15:00
65.58,159.96,6.75,20.24,,0.63,16.02,2023-02-12 11:30:00
66.02,144.71,6.6,20.24,,0.62,15.91,2023-02-12 11:45:00
66.03,144.36,6.73,20.02,,0.61,15.9,2023-02-12 12:00:00
66.03,144.36,6.29,20.31,,0.61,15.7,2023-02-12 12:15:00
66.03,144.36,6.47,20.17,,0.6,15.77,2023-02-12 12:30:00
39.38,132.97,6.47,20.15,,0.59,15.76,2023-02-12 12:45:00
38.77,132.71,6.15,19.99,,0.58,15.41,2023-02-12 13:00:00
38.77,132.71,5.93,20.23,,0.58,15.37,2023-02-12 13:15:00
38.77,132.71,6.16,19.93,,0.57,15.4,2023-02-12 13:30:00
20.23,119.9,6.52,19.9,,0.56,15.67,2023-02-12 13:45:00
19.81,119.61,6.35,20.09,,0.56,15.63,2023-02-12 14:00:00
19.81,119.61,6.37,20.22,,0.55,15.71,2023-02-12 14:15:00
19.81,119.61,6.65,20.08,,0.55,15.87,2023-02-12 14:30:00
10.82,111.81,6.69,20.14,,0.55,15.93,2023-02-12 14:45:00
10.62,111.64,7.03,20.17,,0.54,16.21,2023-02-12 15:00:00
10.62,111.64,6.73,19.9,,0.54,15.84,2023-02-12 15:15:00
