pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,timestamp,nh3,benzene,toluene,xylene
43.0,78.0,12.5,96.5,7.7,0.56,56.3,3.6,26.2,45.0,1.3,0.2,188.0,2016-10-23 12:30:00,11.8,1.7,7.0,0.9
48.0,78.0,7.6,93.7,9.2,0.52,51.3,4.7,26.7,46.0,1.4,0.2,187.0,2016-10-23 12:45:00,12.6,1.7,7.0,0.5
48.0,78.0,5.0,94.5,8.6,0.48,49.7,4.1,27.8,44.0,1.4,0.2,187.0,2016-10-23 13:15:00,11.9,1.7,7.0,0.9
48.0,78.0,4.2,91.8,8.9,0.44,47.9,16.3,27.8,44.0,1.1,0.2,187.0,2016-10-23 13:30:00,12.5,1.4,6.6,0.5
43.0,78.0,4.6,90.0,7.7,0.44,47.2,17.4,27.4,44.0,1.7,0.2,187.0,2016-10-23 13:45:00,11.9,1.4,6.2,0.1
43.0,78.0,3.2,85.0,8.0,0.4,43.8,14.1,26.8,45.0,1.2,0.2,187.0,2016-10-23 14:00:00,11.9,1.4,6.2,0.1
43.0,78.0,3.9,85.4,9.7,0.41,44.6,16.3,27.0,44.0,1.2,0.2,188.0,2016-10-23 14:15:00,12.0,1.4,5.8,0.1
44.0,84.0,4.8,83.0,8.9,0.4,43.9,1.9,26.4,45.0,1.1,0.2,187.0,2016-10-23 14:45:00,12.5,1.4,5.8,0.1
44.0,84.0,6.8,88.5,8.9,0.43,48.2,7.1,26.2,45.0,1.3,0.2,188.0,2016-10-23 15:00:00,12.5,1.4,5.8,0.1
44.0,84.0,12.6,95.1,9.7,0.46,55.6,17.6,26.1,46.0,1.2,0.2,188.0,2016-10-23 15:15:00,11.7,1.4,5.3,0.1
44.0,84.0,7.2,96.9,9.2,0.46,52.6,2.1,26.3,46.0,1.4,0.2,188.0,2016-10-23 15:30:00,12.4,1.4,5.3,0.1
59.0,96.0,10.6,101.3,10.0,0.5,57.1,6.2,26.3,46.0,1.4,0.2,188.0,2016-10-23 15:45:00,11.9,1.4,5.8,0.1
59.0,96.0,24.5,108.0,9.4,0.55,70.9,11.8,25.6,46.0,3.0,0.3,188.0,2016-10-23 16:15:00,8.1,1.7,6.6,0.1
59.0,96.0,11.7,102.5,9.7,0.52,58.5,6.9,25.3,47.0,1.4,0.3,188.0,2016-10-23 16:30:00,13.0,1.7,6.6,0.1
49.0,98.0,11.1,99.6,10.0,0.5,56.9,7.3,25.0,47.0,0.9,0.3,188.0,2016-10-23 16:45:00,12.5,1.7,6.2,0.5
49.0,98.0,9.0,99.0,9.4,0.48,54.9,10.7,24.9,46.0,1.0,0.2,188.0,2016-10-23 17:00:00,12.9,1.7,5.8,0.5
49.0,98.0,15.9,113.8,9.2,0.51,67.3,15.2,24.7,46.0,1.3,0.2,188.0,2016-10-23 17:15:00,10.0,1.4,5.8,0.1
63.0,108.0,24.5,124.1,11.4,0.64,78.8,16.7,24.2,47.0,1.1,0.2,188.0,2016-10-23 17:45:00,11.4,1.4,6.2,0.1
63.0,108.0,38.1,125.1,11.2,0.72,89.3,16.9,23.9,47.0,1.3,0.2,188.0,2016-10-23 18:00:00,10.7,1.7,7.0,0.9
63.0,108.0,28.9,129.2,9.7,0.7,84.4,17.1,23.7,48.0,0.9,0.2,188.0,2016-10-23 18:15:00,11.7,2.1,7.4,0.9
63.0,108.0,20.8,121.4,8.6,0.64,74.6,15.2,23.1,49.0,0.8,0.2,188.0,2016-10-23 18:30:00,13.1,2.4,7.8,0.9
65.0,109.0,17.3,115.2,7.1,0.56,69.0,11.6,22.7,49.0,0.9,0.2,188.0,2016-10-23 18:45:00,13.3,2.4,8.2,1.4
65.0,109.0,21.6,117.3,7.1,0.55,73.3,11.4,22.8,50.0,1.2,0.2,188.0,2016-10-23 19:00:00,11.3,2.1,7.8,1.4
65.0,109.0,33.0,130.8,8.9,0.7,88.2,16.1,22.9,50.0,1.8,0.2,188.0,2016-10-23 19:15:00,11.8,2.1,7.8,0.9
65.0,109.0,31.5,124.7,9.2,0.76,84.2,14.6,22.2,53.0,1.5,0.2,188.0,2016-10-23 19:30:00,13.4,2.1,7.8,0.9
78.0,125.0,38.2,126.3,9.4,0.84,90.0,15.9,21.6,57.0,1.4,0.2,188.0,2016-10-23 19:45:00,13.1,2.1,8.6,0.9
78.0,125.0,37.5,126.5,8.6,0.78,89.6,15.0,21.5,58.0,1.4,0.2,188.0,2016-10-23 20:00:00,12.6,2.4,8.6,0.9
78.0,125.0,32.6,127.1,8.6,0.78,86.2,16.9,21.5,59.0,0.8,0.2,188.0,2016-10-23 20:15:00,13.5,2.4,8.6,0.9
78.0,125.0,33.2,126.7,8.3,0.74,86.5,16.3,21.3,60.0,0.8,0.2,188.0,2016-10-23 20:30:00,12.6,2.4,8.6,1.4
67.0,113.0,50.8,132.3,8.9,0.86,102.3,17.6,21.2,61.0,0.8,0.2,188.0,2016-10-23 20:45:00,13.0,2.4,9.0,1.4
67.0,113.0,49.3,136.6,9.2,0.81,103.3,18.6,21.0,61.0,0.4,0.2,188.0,2016-10-23 21:00:00,12.8,2.4,9.0,1.4
67.0,113.0,61.1,136.6,10.0,0.98,112.1,19.1,20.7,61.0,0.4,0.2,188.0,2016-10-23 21:15:00,11.2,2.4,9.5,1.4
67.0,113.0,52.7,136.2,11.2,1.0,105.7,18.2,20.8,60.0,0.4,0.2,188.0,2016-10-23 21:30:00,12.8,2.8,9.9,1.4
81.0,119.0,54.4,127.8,8.9,0.95,102.7,16.9,20.9,59.0,1.0,0.2,188.0,2016-10-23 21:45:00,12.7,2.8,9.9,1.4
81.0,119.0,51.3,134.1,10.9,0.99,103.6,19.3,21.0,58.0,0.6,0.2,188.0,2016-10-23 22:00:00,12.8,3.1,10.7,1.9
81.0,119.0,47.6,131.5,10.9,0.95,99.5,19.9,20.7,59.0,0.5,0.2,188.0,2016-10-23 22:15:00,13.8,2.8,10.7,1.9
81.0,119.0,54.4,133.3,12.3,1.02,105.4,18.9,20.3,60.0,0.7,0.2,188.0,2016-10-23 22:30:00,13.1,3.1,10.3,1.4
90.0,131.0,43.1,119.7,12.9,0.9,90.5,15.2,20.3,60.0,0.9,0.2,188.0,2016-10-23 23:00:00,15.1,2.8,9.9,1.9
90.0,131.0,43.0,115.8,12.0,0.8,88.5,13.5,20.5,60.0,1.0,0.2,188.0,2016-10-23 23:15:00,14.1,3.1,9.9,1.9
90.0,131.0,54.3,131.3,11.7,0.9,104.4,17.1,20.3,61.0,0.6,0.2,188.0,2016-10-23 23:30:00,13.3,2.8,9.0,1.4
89.0,116.0,56.7,127.8,11.7,0.84,104.5,18.2,20.0,62.0,0.3,0.2,188.0,2016-10-23 23:45:00,13.2,2.8,8.6,0.9
89.0,116.0,66.1,139.1,12.0,0.89,117.0,19.1,19.9,62.0,0.3,0.2,188.0,2016-10-24 00:00:00,12.2,2.8,8.2,1.4
89.0,116.0,43.8,125.9,11.2,0.81,93.9,18.6,19.7,62.0,0.3,0.2,188.0,2016-10-24 00:15:00,13.7,2.8,7.8,0.9
89.0,116.0,40.1,117.3,10.3,0.79,87.0,16.3,19.6,62.0,0.5,0.2,188.0,2016-10-24 00:30:00,14.7,2.4,8.2,0.9
70.0,95.0,34.4,103.7,8.3,0.76,76.2,11.8,19.8,61.0,0.3,0.2,188.0,2016-10-24 00:45:00,14.3,2.4,7.8,1.4
70.0,95.0,30.8,105.8,8.3,0.75,74.5,14.8,19.7,62.0,0.3,0.2,188.0,2016-10-24 01:00:00,14.1,2.4,7.8,1.4
70.0,95.0,30.8,110.1,8.9,0.76,76.6,16.9,19.7,62.0,0.7,0.2,188.0,2016-10-24 01:15:00,14.4,2.4,7.4,0.9
70.0,95.0,25.3,103.1,12.6,0.64,69.1,13.5,19.9,60.0,0.4,0.2,188.0,2016-10-24 01:30:00,15.4,2.4,7.4,0.9
67.0,84.0,24.7,108.0,13.7,0.64,71.0,14.6,20.0,60.0,0.4,0.2,188.0,2016-10-24 01:45:00,14.1,2.1,7.4,0.9
67.0,84.0,22.6,104.3,13.7,0.59,67.7,9.6,20.1,59.0,0.7,0.2,188.0,2016-10-24 02:00:00,14.1,2.1,7.4,0.5
67.0,84.0,22.0,106.0,13.2,0.52,68.0,13.5,19.9,60.0,0.4,0.2,188.0,2016-10-24 02:30:00,12.3,1.7,7.0,0.5
59.0,88.0,28.4,119.5,13.2,0.52,79.3,28.3,19.7,60.0,0.5,0.2,188.0,2016-10-24 02:45:00,12.7,1.7,6.6,0.5
59.0,88.0,61.6,134.5,14.6,0.68,111.6,,19.5,61.0,0.4,0.2,188.0,2016-10-24 03:00:00,11.2,1.7,6.6,0.1
59.0,88.0,42.2,122.6,18.0,0.59,91.2,29.4,19.3,61.0,0.4,0.2,188.0,2016-10-24 03:30:00,12.2,1.7,6.6,0.1
72.0,100.0,47.0,116.7,44.9,0.61,91.9,25.3,19.8,56.0,0.8,0.2,188.0,2016-10-24 04:00:00,12.2,1.7,6.6,0.1
72.0,100.0,48.5,117.1,33.2,0.6,93.3,25.3,19.9,54.0,0.8,0.2,188.0,2016-10-24 04:15:00,11.4,1.7,6.6,0.9
72.0,100.0,44.8,114.8,17.4,0.56,89.2,17.1,20.1,52.0,0.7,0.2,188.0,2016-10-24 04:30:00,11.9,1.7,6.2,0.5
51.0,74.0,45.3,122.8,12.3,0.54,93.6,17.1,20.2,54.0,0.6,0.2,188.0,2016-10-24 04:45:00,11.6,1.7,6.2,0.1
51.0,74.0,52.5,127.6,12.0,0.59,101.3,23.6,19.9,55.0,0.4,0.2,188.0,2016-10-24 05:00:00,10.9,1.4,6.2,0.1
51.0,74.0,43.1,121.8,11.2,0.55,91.5,21.6,19.6,57.0,0.5,0.2,188.0,2016-10-24 05:15:00,11.4,1.4,6.2,0.1
63.0,92.0,50.0,135.4,12.3,0.6,103.2,17.8,19.4,63.0,0.4,0.2,188.0,2016-10-24 05:45:00,11.7,1.4,6.6,0.1
63.0,92.0,85.1,144.6,12.6,0.68,134.0,23.4,19.2,63.0,0.6,0.2,188.0,2016-10-24 06:00:00,11.9,1.7,6.6,0.1
63.0,92.0,73.3,138.9,13.7,0.69,122.4,21.4,19.3,63.0,0.7,0.2,188.0,2016-10-24 06:15:00,11.3,1.7,7.0,0.9
63.0,92.0,75.8,142.1,13.7,0.85,125.8,18.6,19.7,64.0,0.5,0.2,188.0,2016-10-24 06:30:00,12.5,1.7,7.0,0.9
95.0,94.0,87.1,142.5,14.3,0.89,134.5,18.4,19.9,63.0,0.5,0.2,188.0,2016-10-24 06:45:00,12.8,1.7,7.0,0.9
95.0,94.0,80.0,143.0,14.3,0.89,129.3,12.6,20.6,62.0,1.1,0.2,188.0,2016-10-24 07:00:00,13.5,2.1,7.4,0.9
95.0,94.0,71.0,137.2,14.3,0.84,119.8,15.2,21.3,60.0,1.3,0.2,188.0,2016-10-24 07:15:00,14.3,2.4,7.8,0.9
95.0,94.0,71.4,137.6,13.7,0.86,120.3,15.6,21.9,58.0,1.7,0.2,188.0,2016-10-24 07:30:00,13.5,2.4,8.2,1.4
56.0,94.0,66.6,134.1,12.9,0.86,115.0,15.4,22.3,54.0,1.6,0.2,188.0,2016-10-24 07:45:00,13.2,2.4,8.2,1.4
56.0,94.0,59.8,133.7,12.3,0.8,109.7,15.0,22.8,52.0,1.5,0.2,188.0,2016-10-24 08:00:00,13.8,2.8,8.6,1.4
56.0,94.0,51.3,129.0,11.7,0.75,101.2,14.1,23.3,49.0,2.2,0.2,188.0,2016-10-24 08:15:00,13.5,2.8,8.6,1.4
56.0,94.0,46.9,129.8,11.7,0.7,98.1,13.1,23.5,49.0,2.1,0.2,188.0,2016-10-24 08:30:00,12.2,2.8,8.6,0.9
65.0,119.0,39.4,124.3,11.4,0.68,89.9,12.6,24.1,48.0,2.0,0.2,188.0,2016-10-24 08:45:00,13.7,2.4,8.2,0.9
65.0,119.0,42.5,130.8,11.7,0.68,95.4,13.7,24.1,48.0,1.9,0.2,188.0,2016-10-24 09:00:00,11.3,2.4,7.8,0.9
65.0,119.0,31.2,120.4,10.3,0.62,81.9,11.1,24.4,46.0,2.3,0.2,188.0,2016-10-24 09:15:00,13.1,2.4,7.8,1.4
65.0,119.0,27.1,118.7,9.4,0.6,78.1,10.9,24.8,46.0,1.9,0.2,188.0,2016-10-24 09:30:00,12.2,2.4,8.2,0.9
47.0,101.0,20.1,115.0,8.9,0.0,71.0,9.6,24.5,46.0,2.9,0.3,188.0,2016-10-24 09:45:00,12.8,2.1,7.8,1.4
47.0,101.0,18.8,119.1,8.6,40.78,72.0,10.5,24.7,46.0,2.3,0.3,188.0,2016-10-24 10:00:00,12.0,2.1,7.8,1.4
47.0,101.0,16.8,112.4,8.0,0.66,67.2,11.6,25.3,45.0,2.1,0.3,188.0,2016-10-24 10:15:00,13.0,2.1,7.8,0.9
47.0,101.0,16.6,108.0,8.3,0.64,65.1,7.9,25.5,44.0,2.2,0.3,188.0,2016-10-24 10:30:00,11.6,2.1,7.8,0.9
48.0,101.0,11.9,110.5,6.9,0.59,62.7,12.0,25.4,44.0,2.3,0.3,188.0,2016-10-24 10:45:00,12.1,2.1,7.4,0.5
48.0,101.0,9.0,108.9,,0.58,59.7,9.4,25.8,44.0,2.1,0.3,188.0,2016-10-24 11:00:00,11.6,1.7,7.4,0.9
48.0,101.0,6.8,101.3,,0.59,54.4,7.7,25.8,44.0,2.1,0.3,188.0,2016-10-24 11:15:00,12.5,1.7,7.4,0.9
48.0,101.0,10.6,98.4,8.6,0.56,55.8,3.0,25.7,44.0,2.1,0.4,188.0,2016-10-24 11:30:00,11.4,1.7,7.4,0.9
39.0,105.0,11.5,9.4,8.6,0.52,13.2,4.9,26.7,42.0,1.6,0.4,188.0,2016-10-24 11:45:00,9.4,1.7,7.0,0.9
39.0,105.0,452.1,46.6,7.7,0.58,356.3,0.1,26.0,42.0,2.4,0.8,188.0,2016-10-24 12:00:00,,1.7,6.6,0.9
39.0,105.0,5.5,90.6,5.1,0.59,48.2,1.9,26.0,43.0,2.2,1.4,188.0,2016-10-24 12:15:00,11.5,1.7,6.6,0.9
47.0,100.0,6.5,80.1,5.0,0.46,48.0,4.3,26.4,42.0,2.2,-0.1,188.0,2016-10-24 12:45:00,9.7,1.6,6.0,0.9
47.0,100.0,6.0,79.9,5.0,0.44,47.4,10.6,26.1,43.0,2.3,1.5,188.0,2016-10-24 13:00:00,10.1,1.3,5.7,0.9
47.0,100.0,6.0,78.0,4.5,0.46,46.4,0.8,25.8,44.0,2.4,0.7,188.0,2016-10-24 13:15:00,11.9,1.3,5.7,0.9
58.0,105.0,6.8,78.2,3.9,0.47,47.1,3.7,25.8,44.0,2.3,0.3,188.0,2016-10-24 13:45:00,13.6,1.3,5.7,0.5
58.0,105.0,5.0,76.3,3.1,0.46,44.7,1.0,26.0,43.0,2.0,0.6,188.0,2016-10-24 14:00:00,14.1,1.3,5.7,0.9
58.0,105.0,8.6,79.5,3.4,0.46,49.4,7.8,26.2,43.0,2.0,1.8,188.0,2016-10-24 14:15:00,13.4,1.3,6.0,0.5
58.0,105.0,6.9,80.7,3.4,0.48,48.6,7.4,25.9,43.0,2.2,1.5,189.0,2016-10-24 14:30:00,15.1,1.3,6.0,0.9
67.0,101.0,7.6,78.6,2.6,0.47,48.0,8.2,25.7,44.0,2.3,-0.1,189.0,2016-10-24 14:45:00,15.3,1.3,6.0,0.9
67.0,101.0,6.6,78.4,3.1,0.47,47.1,5.3,26.0,43.0,2.2,1.2,188.0,2016-10-24 15:00:00,15.0,1.3,6.4,0.9
67.0,101.0,6.4,80.3,3.9,0.45,47.9,2.2,26.0,43.0,2.0,-0.1,191.0,2016-10-24 15:15:00,14.9,1.3,6.4,0.9
67.0,101.0,6.2,77.8,3.4,0.45,46.4,2.4,25.9,43.0,2.0,-0.1,189.0,2016-10-24 15:30:00,15.1,1.3,6.4,0.9
51.0,97.0,8.5,75.8,3.4,0.46,47.2,5.3,25.7,43.0,2.6,-0.1,189.0,2016-10-24 15:45:00,16.2,1.3,6.0,0.9
51.0,97.0,7.9,73.7,2.9,0.42,45.7,3.5,25.6,43.0,2.1,-0.1,189.0,2016-10-24 16:15:00,17.2,1.3,6.0,0.9
51.0,97.0,9.2,80.3,2.9,0.48,50.2,8.2,25.4,44.0,1.7,-0.1,189.0,2016-10-24 16:30:00,17.9,1.3,5.7,0.5
45.0,108.0,10.6,79.9,2.9,0.5,51.1,8.0,25.1,44.0,2.1,0.8,188.0,2016-10-24 16:45:00,18.6,1.3,5.3,0.5
45.0,108.0,15.1,91.0,2.6,0.54,60.8,10.2,24.9,45.0,2.0,-0.1,190.0,2016-10-24 17:00:00,17.4,1.6,5.7,0.9
45.0,108.0,14.0,89.7,3.1,0.55,59.1,10.8,24.7,45.0,2.0,-0.1,190.0,2016-10-24 17:15:00,18.3,1.6,6.0,0.9
45.0,108.0,13.3,92.1,3.7,0.55,59.8,11.2,24.5,46.0,1.2,1.3,189.0,2016-10-24 17:30:00,17.6,1.6,6.8,0.9
61.0,104.0,10.0,90.1,4.2,0.53,56.1,11.4,24.1,47.0,0.9,1.1,188.0,2016-10-24 17:45:00,19.2,1.9,7.2,1.4
61.0,104.0,8.6,90.2,4.7,0.53,55.0,10.6,23.8,47.0,0.9,0.9,188.0,2016-10-24 18:00:00,19.6,1.9,7.2,0.9
61.0,104.0,5.5,88.7,5.5,0.56,51.7,7.3,23.5,48.0,0.7,0.2,188.0,2016-10-24 18:15:00,18.5,1.6,7.5,0.5
61.0,104.0,4.6,85.9,6.3,0.54,49.4,3.9,23.2,49.0,1.0,-0.1,189.0,2016-10-24 18:30:00,17.6,1.6,7.5,1.4
50.0,91.0,5.0,86.3,7.1,0.53,50.0,1.8,23.3,49.0,1.0,-0.1,190.0,2016-10-24 18:45:00,16.0,1.6,7.2,1.4
50.0,91.0,4.2,87.8,6.8,0.52,50.2,10.0,23.2,49.0,1.0,1.5,188.0,2016-10-24 19:00:00,15.1,1.3,6.8,0.9
50.0,91.0,3.7,85.7,7.1,0.52,48.7,12.5,23.0,49.0,1.1,0.9,188.0,2016-10-24 19:15:00,15.0,1.6,6.8,0.9
50.0,91.0,5.3,88.2,7.3,0.53,51.2,10.2,23.0,50.0,1.2,-0.1,189.0,2016-10-24 19:30:00,14.4,1.6,7.2,0.9
57.0,101.0,4.8,87.2,7.3,0.53,50.3,0.1,22.9,50.0,1.1,0.5,188.0,2016-10-24 19:45:00,14.8,1.3,6.8,0.9
57.0,101.0,4.9,90.1,8.6,0.53,51.9,4.1,22.8,50.0,1.0,0.6,188.0,2016-10-24 20:00:00,14.2,1.3,6.8,0.9
57.0,101.0,5.4,91.4,8.4,0.53,53.0,5.3,22.6,51.0,1.0,0.5,188.0,2016-10-24 20:15:00,14.8,1.3,6.8,0.9
57.0,101.0,13.3,98.1,8.9,0.65,62.9,13.1,22.5,52.0,1.3,-0.1,189.0,2016-10-24 20:30:00,13.9,1.3,6.8,0.9
85.0,134.0,21.0,107.3,12.6,0.97,74.1,13.3,22.0,53.0,1.5,-0.1,189.0,2016-10-24 20:45:00,16.0,1.3,6.8,0.9
85.0,134.0,25.3,112.8,15.2,1.14,80.6,12.7,21.7,53.0,1.6,1.8,189.0,2016-10-24 21:00:00,15.5,1.6,6.8,0.9
85.0,134.0,24.4,109.8,15.7,1.18,78.2,13.7,21.6,54.0,1.6,-0.1,190.0,2016-10-24 21:15:00,17.1,2.2,7.2,0.9
85.0,134.0,23.7,108.5,16.0,1.12,76.9,14.5,21.6,54.0,1.7,-0.1,189.0,2016-10-24 21:30:00,16.8,2.9,8.3,1.4
56.0,94.0,32.3,110.0,15.5,1.05,84.8,15.5,21.5,54.0,1.2,1.4,188.0,2016-10-24 21:45:00,14.4,3.2,8.3,0.9
56.0,94.0,26.2,110.2,14.1,0.98,79.9,12.7,21.5,53.0,1.2,0.7,188.0,2016-10-24 22:00:00,15.6,3.2,8.3,1.4
56.0,94.0,30.3,110.9,13.4,0.92,83.6,10.6,21.4,54.0,1.6,0.8,188.0,2016-10-24 22:15:00,13.7,3.2,8.3,1.4
56.0,94.0,23.9,106.0,12.6,0.9,75.9,13.7,21.4,53.0,1.3,0.4,188.0,2016-10-24 22:30:00,15.2,3.2,8.7,1.9
62.0,130.0,24.7,105.1,11.8,0.89,76.0,13.7,21.3,53.0,1.5,0.7,188.0,2016-10-24 22:45:00,14.9,2.9,8.3,1.4
62.0,130.0,25.2,108.5,11.3,0.81,78.2,12.2,21.2,54.0,1.5,0.5,188.0,2016-10-24 23:00:00,14.8,2.9,8.3,1.4
62.0,130.0,24.1,108.5,11.3,0.77,77.4,13.9,21.2,53.0,1.3,0.4,188.0,2016-10-24 23:15:00,14.7,2.9,7.9,1.9
62.0,130.0,21.2,107.7,10.5,0.72,74.5,14.3,21.0,54.0,0.9,0.2,188.0,2016-10-24 23:30:00,14.8,2.6,7.9,1.4
50.0,98.0,22.9,112.4,8.9,0.66,78.4,14.3,20.8,54.0,1.2,0.4,188.0,2016-10-25 00:00:00,13.9,2.2,7.5,1.4
50.0,98.0,17.8,102.6,6.6,0.62,69.1,12.0,20.7,54.0,1.1,0.6,188.0,2016-10-25 00:15:00,15.1,1.9,7.2,0.9
50.0,98.0,14.1,95.3,4.7,0.56,62.2,9.4,20.6,55.0,1.0,0.3,188.0,2016-10-25 00:30:00,14.1,1.9,7.2,0.9
41.0,93.0,12.4,95.7,4.2,0.55,61.0,9.2,20.6,55.0,1.1,0.5,188.0,2016-10-25 00:45:00,14.3,1.9,6.8,0.9
41.0,93.0,9.5,93.2,4.2,0.52,57.3,8.6,20.5,56.0,0.8,0.2,188.0,2016-10-25 01:00:00,13.7,1.6,6.4,1.4
41.0,93.0,8.4,93.2,3.7,0.48,56.5,9.4,20.3,57.0,1.1,0.3,188.0,2016-10-25 01:15:00,14.1,1.6,6.8,0.9
41.0,93.0,6.5,88.9,3.1,0.53,52.6,7.8,20.2,58.0,1.1,0.3,188.0,2016-10-25 01:30:00,15.3,1.6,6.4,0.9
62.0,105.0,5.2,89.7,4.2,0.6,51.9,7.1,20.2,57.0,1.3,0.5,188.0,2016-10-25 01:45:00,15.7,1.3,6.0,0.9
62.0,105.0,4.7,89.7,4.2,0.66,51.4,6.7,20.2,57.0,1.5,0.3,188.0,2016-10-25 02:00:00,16.0,1.6,6.0,0.9
62.0,105.0,3.8,88.9,5.8,0.71,50.4,6.5,20.3,57.0,1.3,1.9,188.0,2016-10-25 02:15:00,16.5,1.6,6.0,0.5
62.0,105.0,3.8,87.4,6.0,0.73,49.5,7.8,20.1,58.0,0.8,0.2,188.0,2016-10-25 02:30:00,16.8,1.9,6.0,0.9
56.0,94.0,11.7,88.5,6.0,0.74,56.6,21.8,19.9,58.0,1.0,0.2,188.0,2016-10-25 02:45:00,15.3,1.9,6.0,0.5
56.0,94.0,17.7,97.4,7.3,0.78,66.2,5.7,19.8,58.0,1.0,0.4,188.0,2016-10-25 03:15:00,15.9,2.2,6.0,0.1
56.0,94.0,15.1,94.6,7.6,0.74,62.6,9.4,19.6,58.0,1.0,0.6,188.0,2016-10-25 03:30:00,16.3,2.2,6.0,0.1
56.0,94.0,20.8,100.2,8.4,0.72,70.3,10.6,19.7,59.0,0.8,0.2,188.0,2016-10-25 03:45:00,15.5,2.2,6.0,0.1
56.0,94.0,23.4,102.8,8.1,0.72,73.7,11.4,19.6,59.0,0.8,0.2,188.0,2016-10-25 04:00:00,15.0,2.2,5.7,0.1
56.0,94.0,23.0,103.6,8.6,0.73,73.8,11.8,19.5,59.0,0.6,0.2,188.0,2016-10-25 04:30:00,17.4,2.2,5.7,0.1
56.0,94.0,28.7,110.9,9.4,0.77,82.3,14.1,19.6,58.0,0.6,0.2,188.0,2016-10-25 04:45:00,15.2,2.2,5.7,0.1
56.0,94.0,29.4,110.2,9.7,0.76,82.5,14.3,19.6,58.0,0.6,0.2,188.0,2016-10-25 05:00:00,15.8,2.2,5.7,0.1
56.0,94.0,35.4,113.7,10.0,0.73,89.4,15.1,19.5,58.0,0.7,0.3,188.0,2016-10-25 05:15:00,15.0,2.6,5.7,0.1
56.0,94.0,45.1,111.9,10.5,0.72,96.2,15.7,19.6,58.0,0.6,0.3,188.0,2016-10-25 05:30:00,14.6,2.6,5.7,0.1
56.0,94.0,45.9,113.7,9.2,0.78,97.8,15.1,19.9,56.0,1.3,0.3,188.0,2016-10-25 06:00:00,16.8,2.6,6.0,0.1
56.0,94.0,45.3,110.0,8.4,0.77,95.3,13.7,20.2,56.0,1.7,0.5,188.0,2016-10-25 06:15:00,15.7,2.6,6.0,0.5
56.0,94.0,48.2,113.9,8.9,0.84,99.9,14.1,20.5,55.0,0.9,0.3,188.0,2016-10-25 06:30:00,16.0,2.6,6.0,0.5
56.0,94.0,44.9,118.8,8.4,0.84,99.7,13.3,20.7,56.0,0.4,0.2,188.0,2016-10-25 06:45:00,15.5,2.9,6.0,0.1
56.0,94.0,59.0,117.5,8.4,0.88,110.5,23.7,21.7,54.0,1.0,0.3,188.0,2016-10-25 07:15:00,17.4,3.2,6.8,0.9
56.0,94.0,56.6,116.0,7.1,0.8,107.7,22.5,22.4,53.0,1.5,0.3,188.0,2016-10-25 07:30:00,16.0,3.5,7.2,0.9
86.0,94.0,51.9,107.9,6.6,0.71,99.6,15.7,22.5,52.0,1.8,0.3,188.0,2016-10-25 07:45:00,13.5,3.5,7.5,0.9
86.0,94.0,47.7,109.8,6.8,0.74,97.2,12.0,23.0,51.0,1.8,0.3,188.0,2016-10-25 08:00:00,16.4,3.2,7.2,0.9
86.0,94.0,38.0,105.8,6.0,0.63,87.2,11.6,23.6,50.0,1.8,0.2,188.0,2016-10-25 08:30:00,15.0,3.2,8.7,1.4
67.0,124.0,31.7,101.9,4.7,0.61,79.9,12.2,24.0,49.0,1.7,0.2,188.0,2016-10-25 08:45:00,16.5,3.2,7.9,1.4
67.0,124.0,26.2,103.4,5.5,0.58,76.3,10.2,24.3,49.0,1.8,0.3,188.0,2016-10-25 09:00:00,15.7,2.9,7.5,0.9
67.0,124.0,23.2,104.7,5.0,0.57,74.5,10.6,24.6,49.0,1.6,0.2,188.0,2016-10-25 09:15:00,15.8,2.9,7.5,0.9
67.0,124.0,19.8,105.3,6.0,0.64,72.1,7.1,24.6,49.0,1.7,0.2,188.0,2016-10-25 09:30:00,16.0,2.6,7.5,0.9
56.0,94.0,16.9,106.2,6.3,,70.2,0.1,24.7,49.0,1.9,0.4,188.0,2016-10-25 09:45:00,16.6,2.6,7.5,0.9
56.0,94.0,13.4,101.1,4.5,0.69,64.6,0.2,25.8,47.0,1.5,0.2,188.0,2016-10-25 10:15:00,16.7,2.9,7.2,1.4
56.0,94.0,11.3,93.4,4.5,0.66,58.8,4.1,25.8,47.0,1.8,0.3,188.0,2016-10-25 10:30:00,15.7,2.9,7.2,0.9
63.0,114.0,10.9,96.1,2.9,0.58,60.1,7.8,25.7,47.0,1.7,0.3,188.0,2016-10-25 10:45:00,14.4,2.6,6.8,0.9
63.0,114.0,9.2,90.4,,0.56,55.5,8.2,26.2,46.0,1.7,0.3,188.0,2016-10-25 11:00:00,16.7,2.6,6.8,0.9
63.0,114.0,11.8,90.8,,0.7,57.9,10.4,26.1,46.0,2.0,0.3,188.0,2016-10-25 11:15:00,16.9,2.2,6.8,0.9
63.0,114.0,12.9,87.0,2.1,0.58,56.8,10.0,26.3,45.0,1.7,0.3,188.0,2016-10-25 11:30:00,15.3,2.2,7.2,0.9
45.0,101.0,10.6,7.5,2.9,0.48,12.5,8.6,26.2,44.0,1.9,0.3,188.0,2016-10-25 11:45:00,10.1,2.2,7.2,0.9
45.0,101.0,413.4,42.5,3.7,0.5,355.0,0.1,26.3,44.0,1.9,0.4,188.0,2016-10-25 12:00:00,,2.2,7.5,1.4
